count,country,region,city,geo_id,label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,gnd,tgn,viaf,wikidata,number_of_results
1,Deutschland,Bayern,Gehersdorf,20001652,Gehersdorf,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7183154,,,http://vocab.getty.edu/tgn/7183154,,,1
1,Deutschland,Bayern,Geltolfing,20001685,Geltolfing,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7180700,,,http://vocab.getty.edu/tgn/7180700,,,1
1,Deutschland,Bayern,Germering (Kreis Fürstenfeldbruck),20032871,Germering,,,,,inhabited places,,"city in Bavaria, Germany",http://vocab.getty.edu/tgn/1039237,http://www.wikidata.org/entity/Q14898,,,,,1
1,Deutschland,Bayern,Gerolsbach,20903077,Gerolsbach,,,,,inhabited places,,municipality of Germany,http://vocab.getty.edu/tgn/1039244,http://www.wikidata.org/entity/Q260245,,http://vocab.getty.edu/tgn/1039244,,,1
1,Deutschland,Bayern,Gerstruben,20008211,Gerstruben,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7185488,,,http://vocab.getty.edu/tgn/7185488,,,1
1,Deutschland,Bayern,Gnadenberg (Oberölsbach),20001769,Gnadenberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7184546,,,,,,1
1,Deutschland,Bayern,Goldbach Kreis Aschaffenburg,20030890,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,Grafenrheinfeld,20001824,Grafenrheinfeld,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7185996,,,http://vocab.getty.edu/tgn/7185996,,,1
1,Deutschland,Bayern,Graßlfing (Geiselbullach),20903264,Graßlfing,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7184664,,,,,,1
1,Deutschland,Bayern,Greifenberg (Kreis Landsberg am Lech),20440004,Greifenberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7183997,,,,,,1
1,Deutschland,Bayern,Greimharting,00260048,Greimharting,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7183967,,,http://vocab.getty.edu/tgn/7183967,,,1
1,Deutschland,Bayern,Gremsdorf,20001848,Gremsdorf,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7173121,,,http://vocab.getty.edu/tgn/7173121,,,1
1,Deutschland,Bayern,Großhabersdorf,20001882,Großhabersdorf,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7174987,,,http://vocab.getty.edu/tgn/7174987,,,1
1,Deutschland,Bayern,Großheubach,20008342,Großheubach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7174766,,,http://vocab.getty.edu/tgn/7174766,,,1
1,Deutschland,Bayern,Gräfelfing,20001821,Gräfelfing,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1039297,,,http://vocab.getty.edu/tgn/1039297,,,1
1,Deutschland,Bayern,Gräfelfing,20001821,Gräfelfing,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1039297,,,http://vocab.getty.edu/tgn/1039297,,,1
1,Deutschland,Bayern,Grünau (Kreis Neuburg-Schrobenhausen),20903418,Grünau,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7174249,,,,,,1
1,Deutschland,Bayern,Grünenfurt,20008382,Grünenfurt,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7173350,,,http://vocab.getty.edu/tgn/7173350,,,1
1,Deutschland,Bayern,Grünsberg,20008388,Grünsberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7074892,,,,,,1
1,Deutschland,Bayern,Gundlfing,20903458,Gundlfing,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7178127,,,http://vocab.getty.edu/tgn/7178127,,,1
1,Deutschland,Bayern,Gunzesried,20008419,Gunzesried,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7177472,,,http://vocab.getty.edu/tgn/7177472,,,1
1,Deutschland,Bayern,Guteneck (Johanniskirchen),20008426,Guteneck,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7177001,,,,,,1
1,Deutschland,Bayern,Gutenstetten,20001951,Gutenstetten,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4004673,,,http://vocab.getty.edu/tgn/4004673,,,1
1,Deutschland,Bayern,Guttenberg (Kreis Kulmbach),20008428,Guttenberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7176580,,,,,,1
1,Deutschland,Bayern,Guttenburg (Kraiburg am Inn),20001954,Guttenburg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7176575,,,,,,1
1,Deutschland,Bayern,Haarbach Kreis Passau,20903516,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,Haidstein,20001986,Haidstein,,,,,mountains,,mountain in Germany,http://vocab.getty.edu/tgn/1104831,http://www.wikidata.org/entity/Q31542692,,http://vocab.getty.edu/tgn/1104831,,,1
1,Deutschland,Bayern,Haldenwang Kreis Günzburg,20002000,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,Hammelburg (Kreis Bad Kissingen),00070413,Hammelburg,,,,,inhabited places,,urban municipality of Germany in Bad Kissingen district,http://vocab.getty.edu/tgn/1039453,http://www.wikidata.org/entity/Q302785,,,,,1
1,Deutschland,Bayern,Happertshausen,20002032,Happertshausen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7177316,,,http://vocab.getty.edu/tgn/7177316,,,1
1,Deutschland,Bayern,Harkirchen,01200355,Harkirchen,,,,,,,human settlement in Germany,,http://www.wikidata.org/entity/Q20022817,,,,,1
1,Deutschland,Bayern,Haslach (Traunstein),20008516,Haslach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7165559,,,,,,1
1,Deutschland,Bayern,Heiligenberg (Schönau Kreis Rottal-Inn),20002129,Heiligenberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7168615,,,,,,1
1,Deutschland,Bayern,Heimertingen,20060169,Heimertingen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7167699,,,http://vocab.getty.edu/tgn/7167699,,,1
1,Deutschland,Bayern,Heldenstein (Kreis Mühldorf am Inn),20903741,Heldenstein,,,,,divisions,,municipality of Germany,http://vocab.getty.edu/tgn/7166102,http://www.wikidata.org/entity/Q1601810,,,,,1
1,Deutschland,Bayern,Hellmitzheim,20002163,Hellmitzheim,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7172386,,,http://vocab.getty.edu/tgn/7172386,,,1
1,Deutschland,Bayern,Hengersberg,20360294,Hengersberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1039543,,,http://vocab.getty.edu/tgn/1039543,,,1
1,Deutschland,Bayern,Herrnwahltann,20008617,Herrnwahlthann,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7171645,,,http://vocab.getty.edu/tgn/7171645,,,0
1,Deutschland,Bayern,Herzogenreuth,20008626,Herzogenreuth,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7170961,,,http://vocab.getty.edu/tgn/7170961,,,1
1,Deutschland,Bayern,Heuwinkl,20002245,Heuwinkl,,,,,farms,,,http://vocab.getty.edu/tgn/7172722,,,,,,1
1,Deutschland,Bayern,Hienheim,20008647,Hienheim,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7172260,,,http://vocab.getty.edu/tgn/7172260,,,1
1,Deutschland,Bayern,Hiltpoltstein,20903866,Hiltpoltstein,,,,,inhabited places,,market municipality in Landkreis Forchheim in Germany,http://vocab.getty.edu/tgn/1039609,http://www.wikidata.org/entity/Q503055,,http://vocab.getty.edu/tgn/1039609,,,1
1,Deutschland,Bayern,Himmelberg (Offenberg),21080002,Himmelberg,,,,,hills,,,http://vocab.getty.edu/tgn/7171115,,,,,,1
1,Deutschland,Bayern,Hintersee (Ramsau <bei Berchtesgaden>),20002278,Hintersee,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7172447,,,,,,1
1,Deutschland,Bayern,Hochstahl (Aufseß),20008678,Hochstahl,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7161511,,,,,,1
1,Deutschland,Bayern,Hof (Saale),00070425,Hof,,,Hof,,inhabited places,"The city of Hof is located on the Saale River in northern Bavaria near the border between Germany and the Czech Republic. First mentioned in 1214, it was founded by the dukes of Andechs-Meran, chartered in 1319, passed to the Hohenzollerns of Nürnberg in 1373, then to Prussia in 1792, and to Bavaria in 1810. It was nearly completely destroyed by fire in 1823, but its principal older buildings, including its medieval churches were rebuilt in the following years. The commercial and industrial center of northern Upper Bavaria, Hof produces woolens, carpets, porcelain, beer, machinery, and iron goods. It is also a cultural city, with a symphony orchestra, a museum, and several institutions of higher learning. The 2004 estimated population was 49,900. ",,http://vocab.getty.edu/tgn/7012508,,,,,,1
1,Deutschland,Bayern,Hof Rötelsee (Würzburg),20903916,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,Hofolding (Brunnthal),21080005,Hofolding,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7159230,,https://d-nb.info/gnd/4292193-4,http://vocab.getty.edu/tgn/7159230,,,1
1,Deutschland,Bayern,Hohenaschau im Chiemgau,20002345,Hohenaschau,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7161008,,,http://vocab.getty.edu/tgn/7161008,,,1
1,Deutschland,Bayern,Hohenschäftlarn,20916327,Hohenschäftlarn,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7158968,,,http://vocab.getty.edu/tgn/7158968,,,1
1,Deutschland,Bayern,Hollfeld,20163276,Hollfeld,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1039662,,,http://vocab.getty.edu/tgn/1039662,,,1
1,Deutschland,Bayern,Holzen (Allmannshofen),20163281,Holzen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7159762,,,,,,1
1,Deutschland,Bayern,Hösbach,20163232,Hösbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1039399,,,http://vocab.getty.edu/tgn/1039399,,,1
1,Deutschland,Bayern,Ichenhausen,20008803,Ichenhausen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1039702,,,http://vocab.getty.edu/tgn/1039702,,,1
1,Deutschland,Bayern,Igensdorf,20904087,Igensdorf,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7165386,,,http://vocab.getty.edu/tgn/7165386,,,1
1,Deutschland,Bayern,Illerberg,20002488,Illerberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7164733,,,http://vocab.getty.edu/tgn/7164733,,,1
1,Deutschland,Bayern,Irlbach (Straßkirchen),20002522,Irlbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7151070,,,,,,1
1,Deutschland,Bayern,Irmelshausen,20002523,Irmelshausen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7154503,,,http://vocab.getty.edu/tgn/7154503,,,1
1,Deutschland,Bayern,Issigau,20008845,Issigau,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7153810,,,http://vocab.getty.edu/tgn/7153810,,,1
1,Deutschland,Bayern,Jachenau,20008851,Jachenau,,,,,inhabited places,,municipality of Germany,http://vocab.getty.edu/tgn/1039757,http://www.wikidata.org/entity/Q535418,,http://vocab.getty.edu/tgn/1039757,,,1
1,Deutschland,Bayern,Kaisheim,00260070,Kaisheim,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7012523,,,http://vocab.getty.edu/tgn/7012523,,,1
1,Deutschland,Bayern,Kapfelberg (Kreis Kelheim),20904320,Kapfelberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7154542,,,,,,1
1,Deutschland,Bayern,Kaufering,20002646,Kaufering,,,,,inhabited places,,market municipality of Germany,http://vocab.getty.edu/tgn/1039833,http://www.wikidata.org/entity/Q339918,,http://vocab.getty.edu/tgn/1039833,,,1
1,Deutschland,Bayern,Kersbach (Kreis Forchheim),20002677,Kersbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7155508,,,,,,1
1,Deutschland,Bayern,Kierwang,20008949,Kierwang,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7157317,,,http://vocab.getty.edu/tgn/7157317,,,1
1,Deutschland,Bayern,Kinding,20008954,Kinding,,,,,inhabited places,,"main settlement of Kinding in Upper Bavaria, Germany",http://vocab.getty.edu/tgn/1039863,http://www.wikidata.org/entity/Q99454683,,http://vocab.getty.edu/tgn/1039863,,,1
1,Deutschland,Bayern,Kirchschönbach,20002741,Kirchschönbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7154794,,,http://vocab.getty.edu/tgn/7154794,,,1
1,Deutschland,Bayern,Kirchweidach,20164621,Kirchweidach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7158211,,,http://vocab.getty.edu/tgn/7158211,,,1
1,Deutschland,Bayern,Kleinmehring,20002769,Kleinmehring,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7143804,,,http://vocab.getty.edu/tgn/7143804,,,1
1,Deutschland,Bayern,Kleinziegenfeld,20009015,Kleinziegenfeld,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7145146,,,http://vocab.getty.edu/tgn/7145146,,,1
1,Deutschland,Bayern,Klosterlechfeld,20007809,Klosterlechfeld,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7146724,,,http://vocab.getty.edu/tgn/7146724,,,1
1,Deutschland,Bayern,Konstanzer,20002877,Konstanzer,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7146812,,,http://vocab.getty.edu/tgn/7146812,,,1
1,Deutschland,Bayern,Kupferberg (Kreis Kulmbach),20009151,Kupferberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1039953,,,http://vocab.getty.edu/tgn/1039953,,,1
1,Deutschland,Bayern,Kühbach (Kreis Aichach-Friedberg),20031163,Kühbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1039790,,,,,,1
1,Deutschland,Bayern,Langenerling,20003017,Langenerling,,,,,inhabited places,,"parish village in Upper Palatinate, part of Hagelstadt, Germany",http://vocab.getty.edu/tgn/7139941,http://www.wikidata.org/entity/Q1634563,,http://vocab.getty.edu/tgn/7139941,,,1
1,Deutschland,Bayern,Lauter bei Bad Kissingen,20003060,Lauter bei Bad Kissingen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7138760,,,http://vocab.getty.edu/tgn/7138760,,,1
1,Deutschland,Bayern,Leutershausen Kreis Ansbach,20003123,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,Leutstetten,20003128,Leutstetten,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7139322,,,,,,1
1,Deutschland,Bayern,Limbach (Pommersfelden),20009341,Limbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7137017,,,,,,1
1,Deutschland,Bayern,Lipprichhausen,20003203,Lipprichhausen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7140995,,,http://vocab.getty.edu/tgn/7140995,,,1
1,Deutschland,Bayern,Litzendorf,20009377,Litzendorf,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7140740,,,http://vocab.getty.edu/tgn/7140740,,,1
1,Deutschland,Bayern,Lohkirchen (Kreis Mühldorf am Inn),20003230,Lohkirchen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7142339,,,,,,1
1,Deutschland,Bayern,Maderhalm,20001484,Maderhalm,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7143104,,,http://vocab.getty.edu/tgn/7143104,,,1
1,Deutschland,Bayern,Maggmannshofen,20911636,Maggmannshofen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7142868,,,http://vocab.getty.edu/tgn/7142868,,,1
1,Deutschland,Bayern,Maibach (Poppenhausen Kreis Schweinfurt),20003326,Maibach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7142420,,,,,,1
1,Deutschland,Bayern,Mariaberg (Velden Kreis Landshut),20003359,Mariaberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7132231,,,,,,1
1,Deutschland,Bayern,Mariabrunn (Röhrmoos <Kreis Dachau>),20003383,Mariabrunn,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7132227,,,,,,1
1,Deutschland,Bayern,Mariaort,20003389,Mariaort,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7132208,,,http://vocab.getty.edu/tgn/7132208,,,1
1,Deutschland,Bayern,Markt Einersheim,20003426,Markt Einersheim,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7189997,,,,,,1
1,Deutschland,Bayern,Markt Indersdorf,20905382,Markt Indersdorf,,,,,inhabited places,,market municipality of Germany,http://vocab.getty.edu/tgn/7012520,http://www.wikidata.org/entity/Q513161,,http://vocab.getty.edu/tgn/7012520,,,1
1,Deutschland,Bayern,Marktheidenfeld,20003428,Marktheidenfeld,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1040257,,,http://vocab.getty.edu/tgn/1040257,,,1
1,Deutschland,Bayern,Marktleuthen,20009494,Marktleuthen,,,,,inhabited places,,main settlement of Marktleuthen in Germany,http://vocab.getty.edu/tgn/1040260,http://www.wikidata.org/entity/Q32123390,,http://vocab.getty.edu/tgn/1040260,,,1
1,Deutschland,Bayern,Marktschellenberg,20312353,Marktschellenberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1040263,,,http://vocab.getty.edu/tgn/1040263,,,1
1,Deutschland,Bayern,Marktschorgast,20009493,Marktschorgast,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7130615,,,http://vocab.getty.edu/tgn/7130615,,,1
1,Deutschland,Bayern,Marlesreuth,20009496,Marlesreuth,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7130584,,,http://vocab.getty.edu/tgn/7130584,,,1
1,Deutschland,Bayern,Marquartstein,20032832,Marquartstein,,,,,inhabited places,,"municipality in Bavaria, Germany",http://vocab.getty.edu/tgn/1040267,http://www.wikidata.org/entity/Q279128,,http://vocab.getty.edu/tgn/1040267,,,1
1,Deutschland,Bayern,Meckatz,20003466,Meckatz,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7131486,,,http://vocab.getty.edu/tgn/7131486,,,1
1,Deutschland,Bayern,Mering,20003515,Mering,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1040317,,,http://vocab.getty.edu/tgn/1040317,,,1
1,Deutschland,Bayern,Merkendorf Kreis Ansbach,20003516,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,Mettendorf (Greding),20009574,Mettendorf,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7130917,,,,,,1
1,Deutschland,Bayern,Michaelsbuch,20003558,Michaelsbuch,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7130044,,,http://vocab.getty.edu/tgn/7130044,,,1
1,Deutschland,Bayern,Mindelaltheim,20009597,Mindelaltheim,,,,,inhabited places,,human settlement in Germany,http://vocab.getty.edu/tgn/7132488,http://www.wikidata.org/entity/Q1936329,,http://vocab.getty.edu/tgn/7132488,,,1
1,Deutschland,Bayern,Moosbach (Feucht),20003643,Mosbach,Mosbach,,,,inhabited places,,,http://vocab.getty.edu/tgn/7133494,,,,,,1
1,Deutschland,Bayern,Mögeldorf (Nürnberg),20004047,Mögeldorf,,,,,neighborhoods,,,http://vocab.getty.edu/tgn/7132828,,,,,,1
1,Deutschland,Bayern,Mönchberg Kreis Miltenberg,20003611,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,Mönchkröttendorf,20009625,Mönchkröttendorf,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7135085,,,http://vocab.getty.edu/tgn/7135085,,,1
1,Deutschland,Bayern,Mönchsroth,20009629,Mönchsroth,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7134864,,,http://vocab.getty.edu/tgn/7134864,,,1
1,Deutschland,Bayern,Mühlbach (Dietfurt an der Altmühl),20003668,Mühlbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7134584,,,,,,1
1,Deutschland,Bayern,Mühlhaim,20003674,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,München & Florenz,00001971,München,Munich,Monaco di Baviera,München,,inhabited places,"Capital of Bavaria and the third-largest city in Germany; situated on both sides of the Isar River, north of the Alps. Henry the Lion, duke of Bavaria, established Munich in 1157 as a mint and market for Benedictine monks from Tegernsee. It suffered declined during the 17th century under the Swedish occupation and the plague epidemic of the Thirty Years' War. It revived under the Bavarian king Ludwig I, whose building and urban planning activities defined the character that the city has today. The city witnessed the rise to power of the Nazi party in the 1920s and 1930s, and was heavily damaged in World War II, when Allied bombing destroyed about 40% of its buildings. Still, a great deal of historic architecture survives, much of its rebuilt or restored, including the church the Frauenkirche, built 1468-1488. The city boasts seven old city gates, and many fine building built in the 19th century under Ludwig I. Munich is an active cultural center for the whole of Europe, with many libraries, theaters, museums, art galleries, and concert venues. It has several of the largest breweries in Germany and is renowned for its annual Oktoberfest celebrations. Light industry and tourism are major economic activities. The 2004 estimated population was 1,241,100.","capital and most populous city of Bavaria, Germany",http://vocab.getty.edu/tgn/7004333,http://www.wikidata.org/entity/Q1726,https://d-nb.info/gnd/4127793-4,http://vocab.getty.edu/tgn/7004333,,,0
1,Deutschland,Bayern,München & Luzern,00001971,München,Munich,Monaco di Baviera,München,,inhabited places,"Capital of Bavaria and the third-largest city in Germany; situated on both sides of the Isar River, north of the Alps. Henry the Lion, duke of Bavaria, established Munich in 1157 as a mint and market for Benedictine monks from Tegernsee. It suffered declined during the 17th century under the Swedish occupation and the plague epidemic of the Thirty Years' War. It revived under the Bavarian king Ludwig I, whose building and urban planning activities defined the character that the city has today. The city witnessed the rise to power of the Nazi party in the 1920s and 1930s, and was heavily damaged in World War II, when Allied bombing destroyed about 40% of its buildings. Still, a great deal of historic architecture survives, much of its rebuilt or restored, including the church the Frauenkirche, built 1468-1488. The city boasts seven old city gates, and many fine building built in the 19th century under Ludwig I. Munich is an active cultural center for the whole of Europe, with many libraries, theaters, museums, art galleries, and concert venues. It has several of the largest breweries in Germany and is renowned for its annual Oktoberfest celebrations. Light industry and tourism are major economic activities. The 2004 estimated population was 1,241,100.","capital and most populous city of Bavaria, Germany",http://vocab.getty.edu/tgn/7004333,http://www.wikidata.org/entity/Q1726,https://d-nb.info/gnd/4127793-4,http://vocab.getty.edu/tgn/7004333,,,0
1,Deutschland,Bayern,Münchsteinach,20913974,Münchsteinach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7133813,,,http://vocab.getty.edu/tgn/7133813,,,1
1,Deutschland,Bayern,Münster (Steinach Kreis Straubing-Bogen),20009698,Münster,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7133383,,,,,,1
1,Deutschland,Bayern,Neuburg an der Donau,00260102,Neuburg an der Donau,,,,,inhabited places,,"city in Bavaria, Germany",http://vocab.getty.edu/tgn/7012914,http://www.wikidata.org/entity/Q125652,,http://vocab.getty.edu/tgn/7012914,,,1
1,Deutschland,Bayern,Neudeck (Kreis Pfarrkirchen),20030265,Neudeck,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7123808,,,,,,1
1,Deutschland,Bayern,Neuhausen (Offenberg),20003860,Neuhausen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7123944,,https://d-nb.info/gnd/4549569-5,,,,1
1,Deutschland,Bayern,Neustadt am Kulm,20003894,Neustadt am Kulm,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7123194,,,http://vocab.getty.edu/tgn/7123194,,,1
1,Deutschland,Bayern,Neutraubling,20080845,Neutraubling,,,,,inhabited places,,human settlement in Germany,http://vocab.getty.edu/tgn/1040485,http://www.wikidata.org/entity/Q32184833,,http://vocab.getty.edu/tgn/1040485,,,1
1,Deutschland,Bayern,Niederding,20183270,Niederding,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7124570,,,http://vocab.getty.edu/tgn/7124570,,,1
1,Deutschland,Bayern,Niedergottsau,20906123,Niedergottsau,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7124087,,,http://vocab.getty.edu/tgn/7124087,,,1
1,Deutschland,Bayern,Niedermirsberg,20003971,Niedermirsberg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7122943,,,http://vocab.getty.edu/tgn/7122943,,,1
1,Deutschland,Bayern,Niederrieden,20009892,Weiler Niederrieden,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7087958,,,http://vocab.getty.edu/tgn/7087958,,,1
1,Deutschland,Bayern,Obbach,00260104,Obbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7127750,,,http://vocab.getty.edu/tgn/7127750,,,1
1,Deutschland,Bayern,Oberfinningen,20906285,Oberfinningen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7128169,,,http://vocab.getty.edu/tgn/7128169,,,1
1,Deutschland,Bayern,Obernau Kreis Aschaffenburg,20004113,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,Oberneuching,20007022,Oberneuching,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7127396,,,http://vocab.getty.edu/tgn/7127396,,,1
1,Deutschland,Bayern,Oberroning,20906309,Oberroning,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7126021,,,http://vocab.getty.edu/tgn/7126021,,,1
1,Deutschland,Bayern,Oberschleißheim,20010067,Oberschleissheim,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004650,,,,,,1
1,Deutschland,Bayern,Oberschönenfeld (Gessertshausen),00260105,Oberschönenfeld,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7118152,,https://d-nb.info/gnd/4101946-5,http://vocab.getty.edu/tgn/7118152,,,1
1,Deutschland,Bayern,Oberstreu,20010076,Oberstreu,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1040589,,,http://vocab.getty.edu/tgn/1040589,,,1
1,Deutschland,Bayern,Obersöchering,20004144,Obersöchering,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7117709,,,http://vocab.getty.edu/tgn/7117709,,,1
1,Deutschland,Bayern,Oberwittelsbach,20004176,Oberwittelsbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4008113,,,http://vocab.getty.edu/tgn/4008113,,,1
1,Deutschland,Bayern,Oberzell (Zell am Main),20010093,Oberzell,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7115595,,,,,,1
1,Deutschland,Bayern,Oesch (Pfronten),20010118,Oesch,,,,,farms,,,http://vocab.getty.edu/tgn/7116944,,,,,,1
1,Deutschland,Bayern,Ohlstadt,00260109,Ohlstadt,,,,,inhabited places,,municipality of Germany,http://vocab.getty.edu/tgn/7116015,http://www.wikidata.org/entity/Q432528,,http://vocab.getty.edu/tgn/7116015,,,1
1,Deutschland,Bayern,Ohrenbach (Kreis Rothenburg ob der Tauber),20033547,Ohrenbach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7115775,,,,,,1
1,Deutschland,Bayern,Ottobeuren,00030236,Ottobeuren,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7012644,,,http://vocab.getty.edu/tgn/7012644,,,1
1,Deutschland,Bayern,Ottorfzell,20380035,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,Paring (Langquaid),20004338,Paring,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7121474,,,,,,1
1,Deutschland,Bayern,Parsberg Kreis Neumarkt in der Oberpfalz,20004340,,,,,,,,,,,,,,,0
1,Deutschland,Bayern,Partenstein,20140693,Partenstein,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7121249,,,http://vocab.getty.edu/tgn/7121249,,,1
1,Deutschland,Bayern,Pfarrkirchen (Kreis Rottal-Inn),00030294,Pfarrkirchen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1040726,http://www.wikidata.org/entity/Q32222877,,,,,1
1,Deutschland,Bayern,Pfeffenhausen,20321142,Pfeffenhausen,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1040730,,,http://vocab.getty.edu/tgn/1040730,,,1
