count,country,region,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri
1,England,Salop,Shropshire,Shropshire,,,,counties,"Comprises river valleys, low ridges and plains; remains include several Late Neolithic and Early Bronze Age objects and a 1st-century Roman fortress; was long object of English-Welsh border disputes; large iron-producing area since Industrial Revolution; the world's first cast-iron bridge was built at Ironbridge in 1779; the area is now mainly agricultural. The rapidly developing area around Telford new town became an independent unitary authority (Telford and Wrekin) in 1998. ",,http://vocab.getty.edu/tgn/7012034,
1,England,Sedlescombe,,,,,,,,,,
1,England,Somerset,Somerset,Somerset,,,,counties,"Consists of a low-lying basin, bounded on the northeast by Mendip Hills and on the west by Quantock Hills; occupied by prehistoric peoples; Romans mined lead in area; formed part of Kingdom of Wessex in 7th century; distinctive ""Zummerzetaheer"" dialect is spoken in some areas.",,http://vocab.getty.edu/tgn/7012032,
1,England,Staffordshire,Staffordshire,Staffordshire,,,,counties,"County of central England; lies across upper section of River Trent; comprises moorlands, S tip of Pennine Mountains and coal measures; historic remains include Neolithic burial mounds, Iron Age hill forts and traces of Roman roads; exports include pottery, glass, and shoes.",,http://vocab.getty.edu/tgn/7008174,
1,England,Stourbridge,Stourbridge,,,,,,,"Parliamentary constituency in the United Kingdom, 1997 onwards",,http://www.wikidata.org/entity/Q988231
1,England,"Welbeck, Nottinghamshire",,,,,,,,,,
1,England,West Suffolk,West Suffolk,,,,,,,English administrative county (1889-1974),,http://www.wikidata.org/entity/Q371272
1,England,Windsor and Maidenhead,Windsor and Maidenhead,Windsor and Maidenhead,,,,unitary authorities,In southeastern England; total area is 79.4 sq mi; 12 mi west of London; once part of Berkshire county.,,http://vocab.getty.edu/tgn/7026243,
1,England,York,York,York,,,,unitary authorities,"In 1996, York became a unitary authority, meaning that it is no longer controlled by North Yorkshire County Council (NYCC).","unitary authority area in North Yorkshire, England",http://vocab.getty.edu/tgn/7019064,http://www.wikidata.org/entity/Q20986421
1,France,Aisne,Département de l'Aisne,Département de l'Aisne,,,,departments,,department of France,http://vocab.getty.edu/tgn/7002865,http://www.wikidata.org/entity/Q3093
1,France,Bayonne,Arrondissement de Bayonne,Arrondissement de Bayonne,,,,third level subdivisions,,,http://vocab.getty.edu/tgn/7662687,
1,France,Haute-Savoie,Département de la Haute-Savoie,Département de la Haute-Savoie,,,,departments,,,http://vocab.getty.edu/tgn/7002946,
1,France,La Rochelle,Arrondissement de La Rochelle,Arrondissement de La Rochelle,,,,third level subdivisions,,,http://vocab.getty.edu/tgn/7638073,
1,France,Oise,Département de l'Oise,Département de l'Oise,,,,departments,,French department,http://vocab.getty.edu/tgn/7002977,http://www.wikidata.org/entity/Q12675
1,France,Roussillon,Roussillon,,,,,,,"commune in Vaucluse, France",,http://www.wikidata.org/entity/Q321139
1,Germany,Dresden,Dresden,Dresden,,,,national districts,"Dresden is a district of the eastern German state of Saxony. It was formerly a first level subdivision of East Germany. It is crossed by the Elbe river and enjoys the temperate climate of the Elbe river valley. Its calculated population for 2005 was 1,655,698. ",,http://vocab.getty.edu/tgn/7003721,
1,Germany,North Rhine-Westphalia,Nordrhein-Westfalen,North Rhine-Westphalia,Renania Settentrionale-Vestfalia,Nordrhein-Westfalen,Rhénanie du Nord-Westphalie,states,"The state of North Rhine-Westphalia is located in west central Germany. It lies bordered by Belgium and the Netherlands to the west, Hesse to the east, Lower Saxony to the north, and Rhineland-Palatinate to the south.  It was formed after World War II of an amalgamation of Prussian Westfalen, the Northeim province of Prussia, and the state of Lippe. The area suffered extensive damage during World War II. The state has since grown and developed into Germany's industrial heartland, including the Saarland region, and contains one-fifth of its total population, 18,100,000 by a 2004 estimate.  ",state in Germany,http://vocab.getty.edu/tgn/7003677,http://www.wikidata.org/entity/Q1198
1,Germany,Upper Silesia,,,,,,,,,,
1,Germany,Westphalia,Westphalia,,,,,,,region in Germany,,http://www.wikidata.org/entity/Q8614
1,Great Britain,Buckinghamshire,Buckinghamshire,Buckinghamshire,,,,counties,"Inhabited by Neolithic peoples, Romans and Saxons; part of kingdom of Mercia; many great estates were built here after clearance of woodlands in 17th century; furniture and printing began after WW II.",,http://vocab.getty.edu/tgn/7008104,
1,Great Britain,Salisbury,Salisbury,,,,,,,"Parliamentary constituency in the United Kingdom, 1885 onwards",,http://www.wikidata.org/entity/Q1031840
1,Haworth,New Jersey,,,,,,,,,,
1,India,Gujarat,Gujarāt,State of Gujarāt,,,Gujarat,states,"Gujarāt was part of the Gupta Empire in the 4th and 5th centuries. Its name refers to the Gurjaras, who controlled the region during the 8th-9th centuries. It became an independent sultanate in 1401. Large areas came under the influence of British East India Company in 1818. It became a province in British India after 1857.",state of India,http://vocab.getty.edu/tgn/1001869,http://www.wikidata.org/entity/Q1061
1,Ireland,County Dublin,Dublin,Dublin City,,,,former administrative divisions,"County Dublin is one of Ireland's smallest and most populated counties, at 356 square miles. It probably was formed in the 12th century, but its borders have changed often over time, as when its southern border changed with the formation of Wicklow County in 1606. Much of the land was forfeited to the English enclave in Ireland after the English Civil War of 1641. It was the scene of fighting between British and Republican Irish between 1914 and 1922. Its crops include wheat, barley, and potatoes, and manufacturing includes cotton hosiery, chocolate, and cement products. Its 2003 estimated population was 1,133,600. The county was divided in 1994 into South Dublin, Dun Laoghaire-Rathdown, and Fingal counties, as well as Dublin City, also an administrative division.",,http://vocab.getty.edu/tgn/7003486,
1,Ireland,County Kery,,,,,,,,,,
1,Ireland,County Monaghan,Monaghan,County Monaghan,,,,counties,"County Monaghan of the province of Ulster in the northern Republic of Ireland consists of lowlands and numerous lake and ponds, measuring some 498 square miles and peppered by drumlins, long oval mounds that occur between lakes. It was a part of the ancient kingdom of Oriel, founded in 330 CE and lasting until the Anglo-Norman invasion of 1171. Monaghan itself remained under the rule of the MacMahon clan, who avoided Anglo-Norman invasion, until the late 16th century, when the English crown took possession. Almost three-quarters of the population live on small farms that produce hay, potatoes, and oats and pasture cattle. Economic activities include dairying, retail marketing, and the manufacture of footwear, textiles, cured bacon, and furniture. The 2003 estimated population was 53,000. ",,http://vocab.getty.edu/tgn/7003503,
1,Ireland,County Westmeath,Westmeath,County Westmeath,,,,counties,"County Westmeath in the province of Leinster, Ireland, consists rolling plains and limestone hills, measuring some 681 square miles in area. Westmeath was in Celtic times a part of the ancient kingdom of Meath, later the Anglo-Norman earldom of Meath. In 1541, Westmeath became a separate division and came under the ownership of English landlords. The town of Athlone had military importance as a crossing point on the River Shannon. The county seat and main industrial town is Mullingar. The main economic activity is agriculture, particularly fattened cattle, oats, potatoes, and wheat. The 2003 estimated population is 73,600.",,http://vocab.getty.edu/tgn/7003493,
1,Ireland,Limerick,Limerick,City and County Limerick,,,,counties,"County Limerick in the southwestern Irish province of Munster covers some 1037 square miles, consisting of rolling hills, glacial drifts, and large areas of rich pasture land. It is noted for ruins of prehistoric monuments, round towers, and monasteries. Farming is important, particularly of livestock, including cattle, pigs, and sheep. The county is famous for its fine and abundant dairy products. Other economic activities include the manufacture of automotive parts and office equipment, bacon curing, and the fairs held in the small towns. The 2003 estimated population was 177,300.",city in Ireland in the province of Munster,http://vocab.getty.edu/tgn/7003499,http://www.wikidata.org/entity/Q133315
1,Ireland,Waterford,Waterford,County Waterford,,,,counties,"The county of Waterford in the southwestern province of Munster in Ireland consists of lowlands, mountain ranges, and vast areas of pastureland, measuring some 710 square miles in area. Its Atlantic coastline on its southern boundary is rugged with high cliffs and just a few bays. Historically the Fitzgerald clan ruled the western part of the county, called the Decies, and the eastern part was controlled by the Powers clan. Native Irish culture persisted for many centuries and Gaelic was still spoken in the western area into the 20th century. Most of the land is pasture, with dairying being the principal activity, along with haymaking and the raising of cereal crops such as oats. The town of Waterford is a trading center and is famous for its glassmaking. The 2003 estimated population was 102,700.",,http://vocab.getty.edu/tgn/7003505,
1,Irvington-on-Hudson,New York,,,,,,,,,,
1,Italy,Barberino di Mugello,Barberino di Mugello,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q82616
1,Italy,Calabria,Calabria,Calabria,Calabria,Kalabrien,Calabre,regions,"Settled in prehistoric times; was powerful Greek colonial area; taken by Romans in 268 BCE, by Byzantine Empire in 9th century CE, and by Normans in the 11th century; was center of Italian republicanism and united to Kingdom of Italy 1860.",region of Italy,http://vocab.getty.edu/tgn/7007850,http://www.wikidata.org/entity/Q1458
1,Italy,Cremona,Cremona,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/7005869,http://www.wikidata.org/entity/Q16163
1,Italy,Emilia-Romagna,Emilia-Romagna,Emilia-Romagna,Emilia-Romagna,,Émilie-Romagne,regions,"Rich agricultural area bordering Adriatic Sea; Emilia and Romagna fell to Lombards 5th century CE; Emilia went to Franks 8th century, duchy of Modena by 17th century, then to Parma and Piacenza; Romagna was ruled by Byzantines 6th century, and by Pope from 16th century.",region in Italy,http://vocab.getty.edu/tgn/7008516,http://www.wikidata.org/entity/Q1263
1,Italy,Feltre,Feltre,,,,,,,town and comune in Italy,,http://www.wikidata.org/entity/Q1465
1,Italy,Fiuminata,Fiuminata,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q73831
1,Italy,Grosseto,Grosseto,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/1003460,http://www.wikidata.org/entity/Q16185
1,Italy,Lago di Como,"Como, Lago di",,,,,lakes,,"lake in Lombardy, Italy",http://vocab.getty.edu/tgn/7006070,http://www.wikidata.org/entity/Q15523
1,Italy,Lombady,,,,,,,,,,
1,Italy,Lucca,Lucca,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/7003165,http://www.wikidata.org/entity/Q16202
1,Italy,Marcerata,,,,,,,,,,
1,Italy,Padua,Padova,,,,,provinces,,"province of Veneto, Italy",http://vocab.getty.edu/tgn/7002994,http://www.wikidata.org/entity/Q16226
1,Italy,Piedmont,Piemonte,Piedmont,Piemonte,Piemont,Piémont,regions,Part of the Roman Empire from 1st cen. BCE; established as a political unit by 10th cen.; went to Savoy in 1045; supported feudal states in 12th cen.; was nominal fief of Holy Roman Empire through Middle Ages; held by house of Savoy into 19th cen.,region in North-West Italy,http://vocab.getty.edu/tgn/7003120,http://www.wikidata.org/entity/Q1216
1,Italy,Piemontese,,,,,,,,,,
1,Italy,Pisa,Pisa,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/7003166,http://www.wikidata.org/entity/Q16244
1,Italy,Pistoia,Pistoia,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/7003167,http://www.wikidata.org/entity/Q16245
1,Italy,Treviso,Treviso,,,,,provinces,,one of the seven provinces of the Italian region Veneto,http://vocab.getty.edu/tgn/7002996,http://www.wikidata.org/entity/Q16292
1,Italy,Udine,Udine,,,,,provinces,,former province of Italy,http://vocab.getty.edu/tgn/1003506,http://www.wikidata.org/entity/Q16294
1,Italy,Valsesia,,,,,,,,,,
1,Italy,Vatican City,,,,,,,,,,
1,Italy,Viterbo,Viterbo,,,,,provinces,,province of Italy,http://vocab.getty.edu/tgn/7003139,http://www.wikidata.org/entity/Q16318
1,Italy,near Fabriano,,,,,,,,,,
1,Japan,Yamanashi,Yamanashi,Yamanashi,Prefettura di Yamanashi,Präfektur Yamanashi,Préfecture de Yamanashi,prefectures,,prefecture of Japan,http://vocab.getty.edu/tgn/7016854,http://www.wikidata.org/entity/Q132720
1,Maryland,Silver Springs,,,,,,,,,,
1,Massachusetts,Harvard,,,,,,,,,,
1,Netherlands,South Holland,Zuid-Holland,South Holland,Olanda Meridionale,Provinz Südholland,Hollande-Méridionale,provinces,"Located in W Netherlands, bordering the North Sea; includes several islands; land is drained by the ramifications of the Lek, Waal and Maas rivers; was part of historic province of Holland.",province of the Netherlands,http://vocab.getty.edu/tgn/7003632,http://www.wikidata.org/entity/Q694
1,Netherlands,The Hague,s-Gravenhage,"Hague, The",,,,inhabited places,"Originally located in woodland called Haghe (""hedge""), town grew around residence of counts of Holland. In 1248, Wilhelm II built a castle, which his successors have expanded into the present-day buildings. Grew economically in the late 14th century when the judiciary moved from Holland and Zeeland to the Hague and later it became the seat of the stadholders and the government under Maurice of Orange (1567-1625). At the turn of the 19th century, it became an important conference center and headquarters for many institutions, most notably the International Court of Justice of the United Nations.","city and municipality in the Netherlands, seat of the Dutch government",http://vocab.getty.edu/tgn/7006810,http://www.wikidata.org/entity/Q36600
1,New Zealand,Wellington,Wellington,Wellington,,,,regions,,,http://vocab.getty.edu/tgn/7000512,
1,Northern Ireland,County Armagh,County Armagh,,,,,,,county of Northern Ireland,,http://www.wikidata.org/entity/Q192761
1,Rome,Venezia,,,,,,,,,,
1,Scotland,Abbotsford,Abbotsford,,,,,,,"country house in Tweedbank, Scottish Borders, Scotland, UK",,http://www.wikidata.org/entity/Q246076
1,Scotland,County Angus,,,,,,,,,,
1,Scotland,Drumfriesshire,,,,,,,,,,
1,Scotland,Huntingdonshire,,,,,,,,,,
1,Scotland,Lanarkshire,Lanarkshire,,,,,,,"historic county of Scotland, UK",,http://www.wikidata.org/entity/Q530296
1,Scotland,Roxburyshire,,,,,,,,,,
1,Scotland,Scottish Borders,Scottish Borders,The Scottish Borders,,,,unitary authorities,"Unitary authority in southeastern Scotland, bordering England. Consists of former counties of Berwick, Peebles, Selkirk, Roxburgh and small portion of former Midlothian county; divided into districts of Tweedale, Ettrick, Lauderdale, Roxburgh, and Berwickshire; economy based on agriculture and textile production.  Borders was renamed Scottish Borders in 1996; the boundaries of the two are identical. Newtown St. Boswells is the administrative center.",,http://vocab.getty.edu/tgn/7008072,
1,Scotland,Selkirk,Selkirkshire,Selkirkshire,,,,second level subdivisions,,,http://vocab.getty.edu/tgn/7448930,
1,Scotland,"St. Boswells, Roxburghshire",,,,,,,,,,
1,Scotland,Stirlingshire,Stirling,Stirling,,,,unitary authorities,,,http://vocab.getty.edu/tgn/5000460,
1,Scotland,Sutherland,Sutherlandshire,Sutherlandshire,,,,second level subdivisions,,,http://vocab.getty.edu/tgn/7445630,
1,South Africa,Gauteng (Transvaal),,,,,,,,,,
1,Spain,Alicante,Alicante,,,,,provinces,"Main products are wines, liquors, fruits, vegetables, almonds, turrones & fish; biggest salt works in Spain is located at Torrevieja; famous summer & winter resorts are located along coast.",province in Spain,http://vocab.getty.edu/tgn/7002804,http://www.wikidata.org/entity/Q54936
1,Spain,Burgos,Burgos,,,,,provinces,"Agricultural area that produces wine, lambs, goats, cattle & swine; province contains deposits of mica, soft coals, china clay & salt; an important nuclear power plant was built in Caroña in 1971.",,http://vocab.getty.edu/tgn/7002810,
1,Spain,Catalunya,Cataluña,Catalonia,La Catalogna,Katalonien,Catalogne,autonomous communities,"Situated in a triangular section of northeastern Spain, Cataluña is historically and in modern times an autonomous region of Span. One of the first Roman possessions in Spain, it was occupied by Goths in the 5th century, captured by the Moors in 712, and taken over by Charlemagne in the late 8th century. It united with Aragón under the same king in 1137. It was independent from Spain from 1640 to 1653. Its autonomy was prohibited by royal decree in 1716. A separatist movement revived in the 19th century. Today it is the most highly industrialized autonomous community of Spain. Most Catalan towns are along the Mediterranean shoreline and coastal plains. Inland agricultural products include traditional wine, almonds, grapes, olive oil for export, and, more recently, fruits and vegetables.",autonomous community and nationality of Spain,http://vocab.getty.edu/tgn/7030216,http://www.wikidata.org/entity/Q5705
1,Spain,Cáceres,Cáceres,,,,,provinces,"Borders Portugal to W; taken from Moors by Alfonso IX in 1229; formerly part of Kingdom of Leon; produces cereals, olives, cotton, tobacco, pepper & sheep; forests contain evergreen, oak & cork.",,http://vocab.getty.edu/tgn/7002811,
1,Spain,Galicia,Galicia,Galicia,Galizia,Galicien,Galice,autonomous communities,"Located in northwestern Spain, Galicia has hilly terrain and generally a uniform elevation. Villages are typically small with a terrain that favors animal husbandry over cultivation of crops. The population was drastically reduced due to emigration to other Spanish provinces and abroad in the early 20th century. Contemporary Galicia is a mainly rural area relying upon agriculture, forestry, and fishing.",autonomous community of Spain,http://vocab.getty.edu/tgn/7002786,http://www.wikidata.org/entity/Q3908
1,Spain,Lleida (Catalunya),,,,,,,,,,
1,Spain,Madrid,Comunidad de Madrid,Madrid,Madrid,Autonome Region Madrid,Communauté de Madrid,autonomous communities,,autonomous community of Spain,http://vocab.getty.edu/tgn/7002795,http://www.wikidata.org/entity/Q5756
1,Spain,Province of Huesca,Huesca,,,,,provinces,"Borders France to N; agriculture thrives in rich irrigated plains of S in Cinca, Flumen & Ebro valleys; products include olives, sugar beets, grain & vegetables; natural gas was discovered at Sabiñánigo in 1979.",province in Spain,http://vocab.getty.edu/tgn/7008909,http://www.wikidata.org/entity/Q55182
1,Spain,Saragossa,Zaragoza,,,,,provinces,"Arid region that produces irrigated crops of wheat, barley, alfalfa, fruits & sugar beets; industrial activity is primarily centered in provincial capital of Zaragoza city.",province in Aragon,http://vocab.getty.edu/tgn/7002845,http://www.wikidata.org/entity/Q55180
1,Spain,Segovia,Segovia,,,,,provinces,"Situated in north-central Spain, Segovia borders the Madrid province to the southeast. Wheat, rye, barley, hemp, flax and vegetables are some of the cultivated produce.  Sheep, cattle, mules and pigs are reared; granite, limestone, and marble are quarried at northern basin of the Sierra de Guadarrama. Summer resorts are at El Espinar and San Rafael.",,http://vocab.getty.edu/tgn/7002839,
1,Spain,Seville,Sevilla,Seville,,,,provinces,"Borders Sierra Morena to NW; large estates grow olives, cereals & cotton; there are deposits of iron, zinc, lead, copper, silver & coal in the region.",province of Spain,http://vocab.getty.edu/tgn/7002841,http://www.wikidata.org/entity/Q95088
1,Sweden,Dalecarlia,Dalarna,Dalarna,,,Dalécarlie,counties,"Located in central Sweden, extending from Norwegian border to near the Gulf of Bothnia; characterized by undulating terrain, with barren uplands & forested lower areas; tributaries of Dal river run through western portion.",county (län) in Sweden,http://vocab.getty.edu/tgn/1000403,http://www.wikidata.org/entity/Q103732
1,Switzerland,near Mels,,,,,,,,,,
1,The Netherlands,Amsterdam,Amsterdam,Amsterdam,,,,inhabited places,"Located on over 90 islands in the IJ arm of the IJsselmeer. Early inhabitants built dikes on both sides of the Amstel River to prevent flooding, and a dam was built between the dikes in 1270. Chartered in 1306. Became affluent in the15th century due to trade with Baltic seaports, and was the financial center of the world by 17th century. United Dutch East India Company was founded in 1602, followed by the West India Company in 1621. Capital of the Batavian Republic under Napoleon, later of the kingdom of Holland, and became part of the French Empire in 1810. Under German occupation from 1940-1945. Center of the world's diamond trade.",capital and most populous city of the Netherlands,http://vocab.getty.edu/tgn/7006952,http://www.wikidata.org/entity/Q727
1,U.S. Virgin Islands,St. Croix,,,,,,,,,,
1,UK,Shropshire,Shropshire,Shropshire,,,,counties,"Comprises river valleys, low ridges and plains; remains include several Late Neolithic and Early Bronze Age objects and a 1st-century Roman fortress; was long object of English-Welsh border disputes; large iron-producing area since Industrial Revolution; the world's first cast-iron bridge was built at Ironbridge in 1779; the area is now mainly agricultural. The rapidly developing area around Telford new town became an independent unitary authority (Telford and Wrekin) in 1998. ",,http://vocab.getty.edu/tgn/7012034,
1,UK,Yorkshire,Yorkshire,Yorkshire,,,,general regions,"Area in north-central England between the Pennines and the North Sea. Formerly a large county. The region is composed of four broad belts of land stretching from north to south: in the west the high Pennine moorlands dissected by the Yorkshire Dales; in the southeast the central lowlands (including the Vale of York) draining into the River Humber estuary; in the east the North York Moors and Yorkshire Wolds; and, farther southeast, the Holderness plain along the North Sea. Site of prehistoric remains, including earthworks at Stanwick; it was a Roman military stronghold 1st-5th centuries CE. Controlled by indigenous Britons, then part of the kingdom of Deira from the 6th-9th centuries. It was taken by Danes 875 and recaptured by kings of Wessex 954. The region remained strongly Anglo-Scandinavian in culture until the Normans took control in 1069. Important monasteries and estates were established. After the Black Death of the 14th century, most of Yorkshire's crop land became pasture for sheep and woolen manufacture became an important industry. It was the base for Yorkists during War of the Roses (1455-1485) and two of the most important battles were fought here (Wakefield and Towton, 1460 and 1461). The battle at Marston Moor in 1644 was one of the most crucial of the English Civil Wars. Architecture in Yorkshire includes pre-Norman churches; abbeys such as the ruined Rievaulx; castles such as Bolton; the Gothic York Minster; and notable country houses such as 18th-century Castle Howard.",historic county of England,http://vocab.getty.edu/tgn/7008171,http://www.wikidata.org/entity/Q163
1,USA,New York,New York,New York,New York,New York,New York,states,Occupied by Algonquians (Mohican & Munsee) and Iroquois (Five Nations) when Europeans settled here in 17th cen.; French and Algonquians warred with English & Iroquois in 18th cen.; state was divided during Revolution; supported Union in Civil War.,state of the United States of America,http://vocab.getty.edu/tgn/7007568,http://www.wikidata.org/entity/Q1384
1,United Staes,Maryland,,,,,,,,,,
1,United Staes,New Jersey,,,,,,,,,,
1,United Staes,South Carolina,,,,,,,,,,
1,United Staets,District of Columbia,,,,,,,,,,
1,United Staets,Illinois,,,,,,,,,,
1,United State,New York,,,,,,,,,,
1,United States,Alabaman,,,,,,,,,,
1,United States,Arezzo,,,,,,,,,,
1,United States,Brooklyn,Brooklyn,Brooklyn,,,,boroughs,Comprises the southwestern extremity of Long Island. It was settled by Dutch and Waloon farmers in the mid-17th century. Its original name referred to the many small brooks that crossed the fields. It grew to include all of Kings county by 1896.,"borough of New York City, New York, United States",http://vocab.getty.edu/tgn/7015822,http://www.wikidata.org/entity/Q18419
1,United States,Connecituct,,,,,,,,,,
1,United States,Connectiuct,,,,,,,,,,
1,United States,D. C,,,,,,,,,,
1,United States,Distirct of Columbia,,,,,,,,,,
1,United States,Distric of Columiba,,,,,,,,,,
1,United States,Districit of Columbia,,,,,,,,,,
1,United States,District of Colubmia,,,,,,,,,,
1,United States,District of Coumbia,,,,,,,,,,
1,United States,District of Coumiba,,,,,,,,,,
1,United States,Dunmow,,,,,,,,,,
1,United States,Georgeia,,,,,,,,,,
1,United States,Harvard,Harvard,,,,,,,"Underground rapid transit station in Cambridge, Massachusetts",,http://www.wikidata.org/entity/Q5264971
1,United States,Houston,Houston,,,,,counties,,"county in Texas, United States",http://vocab.getty.edu/tgn/1002486,http://www.wikidata.org/entity/Q156496
1,United States,Illinoise,,,,,,,,,,
1,United States,Illinos,,,,,,,,,,
1,United States,Leicestershire,,,,,,,,,,
1,United States,Louisana,,,,,,,,,,
1,United States,Lousiana,,,,,,,,,,
1,United States,MaIne,Maine,Maine,Maine,,Maine,states,Red Paint people settled here as early as 9th mill. BCE; later Algonquians arrived; Norsemen possibly visited in 11th cen.; colonies established by French in 1604 and English in 1607; fought in Revolution & with Union; Canadian border disputed in 19th cen.,state of the United States of America,http://vocab.getty.edu/tgn/7007515,http://www.wikidata.org/entity/Q724
1,United States,Maryalnd,,,,,,,,,,
1,United States,Massachusetts and Connecticut,,,,,,,,,,
1,United States,Massachussetts,,,,,,,,,,
1,United States,Massahusetts,,,,,,,,,,
1,United States,Masschusetts,,,,,,,,,,
1,United States,Mexico,Mexico,,,,,inhabited places,,"census-designated place in central Juniata County, Pennsylvania",http://vocab.getty.edu/tgn/2090695,http://www.wikidata.org/entity/Q1182352
1,United States,Minneapolis,Minneapolis,,,,,inhabited places,,"city in Ottawa County, Kansas, United States",http://vocab.getty.edu/tgn/2036804,http://www.wikidata.org/entity/Q1931546
1,United States,Minnestoa,,,,,,,,,,
1,United States,Minnosota,,,,,,,,,,
1,United States,Museum,Museum,,,,,,,"place in Kansas, United States",,http://www.wikidata.org/entity/Q48849164
1,United States,New  York,,,,,,,,,,
1,United States,New Hamphire,,,,,,,,,,
1,United States,New Hampshire and Elmira,,,,,,,,,,
1,United States,Ohiom,,,,,,,,,,
1,United States,Pennslvania,,,,,,,,,,
1,United States,Pennsyalvania,,,,,,,,,,
1,United States,Pennsylvaia,,,,,,,,,,
1,United States,Pennsylvannia,Pennsylvania,Pennsylvania,,,Pennsylvanie,states,"Occupied mainly by Algonquian, with Iroquoian-speakers in E, when English, Dutch and Swedes settled here 17th cen.; haven for religious dissenters founded by W Penn in 1682; suffered battles in French and Indian wars; was strongly pro-Revolution and pro-Union.",state of the United States of America,http://vocab.getty.edu/tgn/7007710,http://www.wikidata.org/entity/Q1400
1,United States,Pennsylvnia,,,,,,,,,,
1,United States,Pennylvania,,,,,,,,,,
1,United States,Perryville,Perryville,,,,,,,"city in Perry County, Arkansas, United States",,http://www.wikidata.org/entity/Q79516
1,United States,Philadelphia,Philadelphia,,,,,counties,,"county in Pennsylvania, United States",http://vocab.getty.edu/tgn/1002782,http://www.wikidata.org/entity/Q496900
1,United States,Pittsburgh,Pittsburgh,Pittsburgh,,,,inhabited places,"Located at strategic point, at the confluence of Allegheny & Monongahela rivers, forming the Ohio river. It is in an area of valuable natural resources; it was contested by French, British, and Native Americans in the 17th cen. The city of Pittsburgh was laid out in1764 by John Campbell in the area around the fort (now the Golden Triangle). Following the American Revolution, the town became an outfitting point for settlers traveling westward down the Ohio River. It developed as a steel manufacturing center in the 19th century; there has been urban renewal since World War II.","city and county seat in Allegheny County, Pennsylvania, United States",http://vocab.getty.edu/tgn/7013927,http://www.wikidata.org/entity/Q1342
1,United States,San Francisco,San Francisco,,,,,counties,,former county of California consolidated with San Francisco,http://vocab.getty.edu/tgn/1002859,http://www.wikidata.org/entity/Q13188841
1,United States,Scotland,Scotland,,,,,counties,,"county in Missouri, United States",http://vocab.getty.edu/tgn/2001245,http://www.wikidata.org/entity/Q496971
1,United States,South Caronlina,,,,,,,,,,
1,United States,Suffolk,Suffolk,,,,,counties,,"county in Massachusetts, United States",http://vocab.getty.edu/tgn/1002923,http://www.wikidata.org/entity/Q54072
1,United States,TExas,Texas,Texas,,,Texas,states,"Possibly inhabited by 35,000 BCE; later had hunting and agrarian cultures; formed loose Caddo confederacies; Spanish and French settled here 16th-18th centuries; European-Americans came in 19th century; territorial conflict with Mexico 1830s; Confederate in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007826,http://www.wikidata.org/entity/Q1439
1,United States,Val d'Arno,,,,,,,,,,
1,United States,Virgin Islands,,,,,,,,,,
1,United States,Virgnia,,,,,,,,,,
1,United States,Viriginia,,,,,,,,,,
1,United States,Wisonsin,,,,,,,,,,
1,United States,documentation,,,,,,,,,,
1,United States,new York,New York,New York,New York,New York,New York,states,Occupied by Algonquians (Mohican & Munsee) and Iroquois (Five Nations) when Europeans settled here in 17th cen.; French and Algonquians warred with English & Iroquois in 18th cen.; state was divided during Revolution; supported Union in Civil War.,state of the United States of America,http://vocab.getty.edu/tgn/7007568,http://www.wikidata.org/entity/Q1384
1,United States,onnecticut,,,,,,,,,,
1,"United States,eGift of Cornelia E. and Jennie A. Donnellon",New York,,,,,,,,,,
1,"United States,gprivate",New York,,,,,,,,,,
1,"United States,john rutledge",South Carolina,,,,,,,,,,
1,United Statesm,District of Columbia,,,,,,,,,,
1,United Statses,Massachusetts,,,,,,,,,,
1,United Statss,New York,,,,,,,,,,
1,United states,New Jersey,New Jersey,New Jersey,,,New Jersey,states,"Was summer home of Delaware (Lenni Lenape) Indians when Dutch, English, Scots-Irish and Swedes settled here in 17th cen.; Tory activity and several battles occurred in area during Revolution; sentiment was mainly pro-Union in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007565,http://www.wikidata.org/entity/Q1408
1,United states,Virginia,Virginia,Virginia,,,Virginie,states,"Inhabited by Tutelo Indians, Powhatan, Conoy & others; English settled here in early 17th cen., had white & black indentured servants, later employed slaves; fought in American Revolution; joined Confederacy & was site of bloody battles in Civil War.",state of the United States of America,http://vocab.getty.edu/tgn/7007919,http://www.wikidata.org/entity/Q1370
1,United states,massachusetts,Massachusetts,Massachusetts,,,Massachusetts,states,Settled by Amerindians by 2nd mill. BCE; Norsemen may have landed here in 1003; Europeans fished here in 16th cen.; Plymouth Colony established by English in 1620; played key role in Revolution; was intellectual center of nation until mid-19th cen.,state of the United States of America,http://vocab.getty.edu/tgn/7007517,http://www.wikidata.org/entity/Q771
1,Untied States,DIstrict of Columbia,,,,,,,,,,
1,Untied Statesm,District of Columbia,,,,,,,,,,
