count,country,region,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
1,Spain,,Jarez de la Frontera,Jerez de la Frontera,,,,,inhabited places,"Was held by Moors from 8th cen. until retaken by Alfonso X of Castile in 1264; today is famous for sherry wine; noted for architecture, including Moorish Alcázar & Gothic churches of San Miguel & Santiago.",,http://vocab.getty.edu/tgn/7007901,,
1,Spain,,Jativa,,,,,,,,,,,
1,Spain,,Jerez la Frontera,,,,,,,,,,,
1,Spain,,La Fresneda,La Fresneda,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7332683,,
1,Spain,,La Pera,La Pera,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7331915,,
1,Spain,,La Puebla De Castro,La Puebla de Castro,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7331488,,
1,Spain,,Langa del Castillo,Langa del Castillo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7332408,,
1,Spain,,Langayo,Langayo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7332406,,
1,Spain,,Lara de los Infantes,Lara de los Infantes,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5003389,,
1,Spain,,Las Navas Del Marqués,Las Navas del Marqués,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/7305341,http://www.wikidata.org/entity/Q1752883,
1,Spain,,Las Pedrosas,Las Pedrosas,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7305171,,
1,Spain,,Las Salinas,Ses Salines,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7297809,,
1,Spain,,Lascuarre,Lascuarre,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7305364,,
1,Spain,,Llado,,,,,,,,,,,
1,Spain,,Llanars,Llanars,,,,,,,"municipality in the Pyrenean comarca of Ripollès in Girona, Catalonia, Spain",,http://www.wikidata.org/entity/Q12267,
1,Spain,,Llanás,Llanás,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7307765,,
1,Spain,,Llerena,Llerena,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007926,,
1,Spain,,Lligorda,,,,,,,,,,,
1,Spain,,Llor,Llor,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7307295,,
1,Spain,,Lluchmayor,Lluchmayor,,,,,inhabited places,,municipality on the Spanish island of Majorca,http://vocab.getty.edu/tgn/1062172,http://www.wikidata.org/entity/Q927498,
1,Spain,,Loarre,Loarre,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007927,,
1,Spain,,Longares,Longares,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7306573,,
1,Spain,,Lucena del Cid,Lucena del Cid,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062187,,
1,Spain,,Ludiente,Ludiente,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7304227,,
1,Spain,,Luna,Luna,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7307627,,
1,Spain,,Lécera,Lécera,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7304694,,
1,Spain,,Mahon,Mahon,,,,,,,"capital city of the island of Menorca, Spain",,http://www.wikidata.org/entity/Q49550,
1,Spain,,Mambrillas de Lara,Mambrillas de Lara,,,,,inhabited places,,"human settlement in Burgos Province, Castile and León, Spain",http://vocab.getty.edu/tgn/7306237,http://www.wikidata.org/entity/Q1644733,
1,Spain,,Maqueda,Maqueda,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007979,,
1,Spain,,Marañón,Marañón,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7304165,,
1,Spain,,Marcilla de Campos,Marcilla de Campos,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7307804,,
1,Spain,,Marenyá,,,,,,,,,,,
1,Spain,,Marmellá,,,,,,,,,,,
1,Spain,,Martorell,Martorell,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062216,,
1,Spain,,Mdrid,,,,,,,,,,,
1,Spain,,Meco,Meco,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7302106,,
1,Spain,,Medina de Pomar,Medina de Pomar,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/4007062,http://www.wikidata.org/entity/Q1614754,
1,Spain,,Mellid,Mellid,,,,,inhabited places,"Mellid is one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Spain. The symbol of Saint James, the scalloped shell, became the normal badge representing pilgrims. Most construction of pilgrimage routes in Spain began by the end of the 10th century. The foundation date of Mellid is estimated to go back to Roman times. Historic sites in Mellid include two Romanesque churches; the Church of Santa Maria and the Church of San Pedro both date to the 12th century. ",,http://vocab.getty.edu/tgn/1062228,,
1,Spain,,Mesones De Isuela,Mesones de Isuela,,,,,inhabited places,,"human settlement in Zaragoza Province, Aragon, Spain",http://vocab.getty.edu/tgn/4007138,http://www.wikidata.org/entity/Q1650623,
1,Spain,,Mexico,,,,,,,,,,,
1,Spain,,Mioguer,,,,,,,,,,,
1,Spain,,Molló,Molló,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7301360,,
1,Spain,,Monasterio,Monesterio,,,,,inhabited places,,"capital of Monesterio Municipality, Spain",http://vocab.getty.edu/tgn/1062246,http://www.wikidata.org/entity/Q24008758,
1,Spain,,Monforte de Lemos,Monforte de Lemos,Monforte de Lemos,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062247,,
1,Spain,,Monzon,monZON,,,,,,,"municipality in the autonomous community of Aragon, Spain",,http://www.wikidata.org/entity/Q5123,
1,Spain,,Monzón de Campos,Monzón de Campos,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7300908,,
1,Spain,,Mora,Mora,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008097,,
1,Spain,,Morata de Jiloca,Morata de Jiloca,,,,,inhabited places,,"human settlement in Zaragoza Province, Aragon, Spain",http://vocab.getty.edu/tgn/7300818,http://www.wikidata.org/entity/Q1650749,
1,Spain,,Morocco,,,,,,,,,,,
1,Spain,,Morón de la Frontera,Morón de la Frontera,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062266,,
1,Spain,,Moya,Moya,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7303268,,
1,Spain,,Moyá,Moyá,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7303269,,
1,Spain,,Mur,Mur,,,,,inhabited places,"Located in Conca de Tremp; site of a ruined 11th-cen. castle; was an Augustinian sanctuary; fortified precinct includes a Romanesque cloister (12th cen.); apse of the church contained important paintings, but they were removed to Boston.",,http://vocab.getty.edu/tgn/5003459,,
1,Spain,,Odeillo,,,,,,,,,,,
1,Spain,,Oix,Oix,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7303585,,
1,Spain,,Orgaz,Orgaz,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062314,,
1,Spain,,Oropesa,Oropesa,,,,,inhabited places,,"municipality in Toledo, Spain",http://vocab.getty.edu/tgn/4008270,http://www.wikidata.org/entity/Q747273,
1,Spain,,Orviedo,,,,,,,,,,,
1,Spain,,Osomort,,,,,,,,,,,
1,Spain,,Pacs,,,,,,,,,,,
1,Spain,,Palazuelos de Muñó,Palazuelos de Muñó,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7302380,,
1,Spain,,Palenzuela,Palenzuela,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7302374,,
1,Spain,,Pallaruelo de Monegros,Pallaruelo de Monegros,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7302361,,
1,Spain,,Palos,Palos,,,,,,,human settlement in Spain,,http://www.wikidata.org/entity/Q731315,
1,Spain,,Paniza,Paniza,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7327262,,
1,Spain,,Paret Delgada,,,,,,,,,,,
1,Spain,,Paterna del Campo,Paterna del Campo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7327015,,
1,Spain,,Pedret,Pedret,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008379,,
1,Spain,,Pedrola (Saragossa),,,,,,,,,,,
1,Spain,,Pego,Pego,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062342,,
1,Spain,,Peralada,Perelada,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008385,,
1,Spain,,Perelada,Perelada,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008385,,
1,Spain,,Petra,Petra,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7326368,,
1,Spain,,Pina,Pina,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062347,,
1,Spain,,Plana de Vich,,,,,,,,,,,
1,Spain,,Plasencia,Plasencia,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008398,,
1,Spain,,Pobla de Mafumet,La Pobla de Mafumet,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/7331691,http://www.wikidata.org/entity/Q1248541,
1,Spain,,Poblet,Poblet,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008399,,
1,Spain,,Pompenillo,Pompenillo,,,,,,,"human settlement in Huesca Province, Aragon, Spain",,http://www.wikidata.org/entity/Q9061627,
1,Spain,,Pontevedra,Pontevedra,,,,,inhabited places,"Thrived as a medieval port & shipyard; possible birthplace of Christopher Columbus whose ship ""Santa Maria"" may have been built in city; manufactures cloth, hats, leather, fertilizers, pottery & cellulose.",,http://vocab.getty.edu/tgn/7008401,,
1,Spain,,Ponteverdra,,,,,,,,,,,
1,Spain,,Portugalete,Portugalete,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062360,,
1,Spain,,Poza de la Sal,Poza de la Sal,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7329265,,
1,Spain,,Pratdip,Pratdip,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7328348,,
1,Spain,,Puerto Real,Puerto Real,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062384,,
1,Spain,,Puerto de Santa María,,,,,,,,,,,
1,Spain,,Puigcerda,Puigcerdá,,,,,inhabited places,Was founded by Alfonso II of Aragon in 1177 as the capital of Cerdagne (Llivia had previously been the capital).,"municipality in the province of Girona, Catalonia, Spain",http://vocab.getty.edu/tgn/1062388,http://www.wikidata.org/entity/Q13765,
1,Spain,,Puigcerdá,Puigcerdá,,,,,inhabited places,Was founded by Alfonso II of Aragon in 1177 as the capital of Cerdagne (Llivia had previously been the capital).,"municipality in the province of Girona, Catalonia, Spain",http://vocab.getty.edu/tgn/1062388,http://www.wikidata.org/entity/Q13765,
1,Spain,,Puigpalter,,,,,,,,,,,
1,Spain,,Púbol,Púbol,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7327916,,
1,Spain,,Quicena,Quicena,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7328738,,
1,Spain,,Quintanilla de La Cueza,Quintanilla de la Cueza,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7328276,,
1,Spain,,Quintanilla de la Cueza,Quintanilla de la Cueza,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7328276,,
1,Spain,,Rabós del Terrí,,,,,,,,,,,
1,Spain,,Radiquero,Radiquero,,,,,inhabited places,,"human settlement in Alquézar, Huesca Province, Aragon, Spain",http://vocab.getty.edu/tgn/7327613,http://www.wikidata.org/entity/Q9065692,
1,Spain,,Remolias,,,,,,,,,,,
1,Spain,,Requena,Requena,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062400,,
1,Spain,,Requena de Campos,Requena de Campos,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7328020,,
1,Spain,,Retascon,,,,,,,,,,,
1,Spain,,Retuerta,Retuerta de Bullaque,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7327784,,
1,Spain,,Rio de Losa,,,,,,,,,,,
1,Spain,,Ripoll,Ripoll,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008484,,
1,Spain,,Riudabella,,,,,,,,,,,
1,Spain,,Roda Ribargorza,,,,,,,,,,,
1,Spain,,Rubielos de Mora,Rubielos de Mora,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7323148,,
1,Spain,,Rueda,Rueda de Jalón,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4009501,,
1,Spain,,"Sa Vall, Majorca",,,,,,,,,,,
1,Spain,,Salinas de Rosio,,,,,,,,,,,
1,Spain,,Sallent,Sallent de Gállego,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7322723,,
1,Spain,,Salmanga,,,,,,,,,,,
1,Spain,,San Bartolomé de la Cuadra,San Bartolomé de la Cuadra,,,,,inhabited places,,human settlement in Spain,http://vocab.getty.edu/tgn/1062436,http://www.wikidata.org/entity/Q11946939,
1,Spain,,San Benito de Bages,,,,,,,,,,,
1,Spain,,San Felíu de Guixols,San Felíu de Guixols,,,,,inhabited places,,"municipality in the comarca of the Baix Empordà in Catalonia, Spain",http://vocab.getty.edu/tgn/7008572,http://www.wikidata.org/entity/Q13521,
1,Spain,,San Juan De Las Abadesas,San Juan de las Abadesas,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4009929,,
1,Spain,,San Juan de Ortega,San Juan de Ortega,,,,,inhabited places,"San Juan de Ortega was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Spain. The symbol of Saint James, the scalloped shell, became the primary symbol representing pilgrims. Various pilgrimage routes in the autonomous communities of Aragon, Navarre, and León correspond to old Roman roads built in the northern portion of the Iberian Peninsula. Historic sites in San Juan de Ortega include the Church and Monastery of San Nicolás de Bari.  The former hospice of San Juan de Ortega is no longer in existence.",,http://vocab.getty.edu/tgn/7008580,,
1,Spain,,San Llorens dels Morunys,,,,,,,,,,,
1,Spain,,San Martin Sarroca,,,,,,,,,,,
1,Spain,,San Martín de Buil,,,,,,,,,,,
1,Spain,,San Martín de la Fuente,San Martín de la Fuente,,,,,,,,,http://www.wikidata.org/entity/Q131378451,
1,Spain,,San Roman de la Cuba,,,,,,,,,,,
1,Spain,,San Sebastian de Montmajor,,,,,,,,,,,
1,Spain,,Sanlucar De Bareameda,,,,,,,,,,,
1,Spain,,Sanlucar de Barrmeda,,,,,,,,,,,
1,Spain,,Sanlúcar De Barrameda,Sanlúcar de Barrameda,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008617,,
1,Spain,,Sanlúcar de Barramed,,,,,,,,,,,
1,Spain,,Sanlúcar de Barraneda,,,,,,,,,,,
1,Spain,,Santa Brigida,,,,,,,,,,,
1,Spain,,Santa Coloma,Santa Coloma de Cervelló,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062477,,
1,Spain,,Santa Cruz de la Serós,Santa Cruz de la Serós,,,,,inhabited places,"Santa Cruz de la Serós was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela, home of the shrine dedicated to Saint James, the patron saint of Spain. The symbol of Saint James, the scalloped shell, became the primary symbol representing pilgrims. Various pilgrimage routes in the autonomous communities of Aragon, Navarre, and León correspond to old Roman roads built in the northern portion of the Iberian Peninsula. The Romanesque churches of San Caprasio and Santa Marís are here.","municipality in the province of Huesca, Spain",http://vocab.getty.edu/tgn/7008624,http://www.wikidata.org/entity/Q984501,
1,Spain,,Santa Maria,Villachambre,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7293654,,
1,Spain,,Santa María Del Campo,Santa María del Campo Rus,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7324511,,
1,Spain,,Santa María la Real,Logrezana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7306834,,
1,Spain,,Santa Ollala de Bureba,,,,,,,,,,,
1,Spain,,Santas Creus,Santas Creus,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7324030,,
1,Spain,,Santiago de Compostela,Santiago de Compostela,,,,,inhabited places,"Santiago de Compostela was the primary site of pilgrimage to the Cathedral of Santiago de Compostela, home to the shrine of Saint James, the patron saint of Spain. The symbol of Saint James, the scalloped shell, became the normal badge representing pilgrims. The town was ruined by Moorish troops in 997 and was restored with a new cathedral and hospital for pilgrims.",municipality in north-west Spain in the La Coruña province,http://vocab.getty.edu/tgn/7008643,http://www.wikidata.org/entity/Q14314,
1,Spain,,Sarrià,Sarrià,,,,,,,"former municipality in the province of Barcelona, Spain",,http://www.wikidata.org/entity/Q30895218,
1,Spain,,Sarvisé,Sarvisé,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7324655,,
1,Spain,,Seo de Urgel,Seo de Urgel,,,,,inhabited places,"Town was built on the site of an older Iberian village; noted as seat of the bishop who has been joint prince of Andorra since 840 CE; today, the second prince of Andorra is the president of France.",,http://vocab.getty.edu/tgn/7008662,,
1,Spain,,Sevilie,,,,,,,,,,,
1,Spain,,Soria,Soria,Soria,,,,inhabited places,"Soria is situated on the west bank of the Duero River.  Alfonso I, the Warrior of Aragon restored the town after invasion by Moors and was later passed on to Alfonso VII of Castile. The Museo Numantino contains significant Iberian and Roman objects from ruins of nearby Numantia. Romanesque historical sites include the churches of Santo Domingo and San Nicolás, the colegiata (collegiate church) de San Pedro, and the closter of the Convent of San Juan de Duero. ",,http://vocab.getty.edu/tgn/7008702,,
1,Spain,,Sos,Sos del Rey Católico,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007613,,
1,Spain,,Sotillo de Rioja,Sotillo de Rioja,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7297662,,
1,Spain,,Soto de Bureba,Soto de Bureba,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5003402,,
1,Spain,,Sádaba,Sádaba,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/7007610,http://www.wikidata.org/entity/Q956558,
1,Spain,,Sóller,Sóller,,,,,inhabited places,,"municipality of Majorca, Spain",http://vocab.getty.edu/tgn/1062423,http://www.wikidata.org/entity/Q832991,
1,Spain,,Tarassa,,,,,,,,,,,
1,Spain,,Tarrassa,,,,,,,,,,,
1,Spain,,Tauste,Tauste,,,,,inhabited places,,"capital of Tauste Municipality, Spain",http://vocab.getty.edu/tgn/1062539,http://www.wikidata.org/entity/Q24019826,
1,Spain,,Tejado,Tejado,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7300514,,
1,Spain,,Terifa,,,,,,,,,,,
1,Spain,,Terradillos de Esgueva,Terradillos de Esgueva,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/7300036,http://www.wikidata.org/entity/Q634337,
1,Spain,,Tobed,Tobed,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/7299334,http://www.wikidata.org/entity/Q1650660,
1,Spain,,Todolella,Todolella,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7299317,,
1,Spain,,Tordesillas,Tordesillas,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008743,,
1,Spain,,Torralba De Ribota,Torralba de Ribota,,,,,inhabited places,,"municipality in the province of Zaragoza, Spain",http://vocab.getty.edu/tgn/7296997,http://www.wikidata.org/entity/Q1650619,
1,Spain,,Torralbilla,Torralbilla,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7296996,,
1,Spain,,Torre de los Molinos,Torre de los Molinos,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7300201,,
1,Spain,,Torregalindo,Torregalindo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7300176,,
1,Spain,,Torremormojón,Torremormojón,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/7299762,http://www.wikidata.org/entity/Q1906728,
1,Spain,,Torres de Medina,,,,,,,,,,,
1,Spain,,Torroella de Montgri,,,,,,,,,,,
1,Spain,,Triana,Triana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7296962,,
1,Spain,,Ustarroz,,,,,,,,,,,
1,Spain,,Valberzoso,Valberzoso,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7298530,,
1,Spain,,Valcarecce,,,,,,,,,,,
1,Spain,,Valdearcos,Valdearcos,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7296890,,
1,Spain,,Valderrobres,Valderrobres,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/1062594,http://www.wikidata.org/entity/Q1641285,
1,Spain,,Valencia de Alcántara,Valencia de Alcántara,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062597,,
1,Spain,,Vall de Almonacid,Vall de Almonacid,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/7298898,http://www.wikidata.org/entity/Q780982,
1,Spain,,Vallalodid,,,,,,,,,,,
1,Spain,,Vallibona,Vallibona,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/7294606,http://www.wikidata.org/entity/Q1767567,
1,Spain,,Velencia,,,,,,,,,,,
1,Spain,,Velilla de Cinca,Velilla de Cinca,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7294201,,
1,Spain,,Ventosilla,Ventosilla,,,,,inhabited places,,Spanish town in the province of Burgos,http://vocab.getty.edu/tgn/4011714,http://www.wikidata.org/entity/Q6160418,
1,Spain,,Veruela,,,,,,,,,,,
1,Spain,,Vic,Vich,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008786,,
1,Spain,,Vilach,Vilach,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7293903,,
1,Spain,,Vilallovent,Vilallovent,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7293862,,
1,Spain,,Vilanova i la Geltrú,Villanueva y Geltrú,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008807,,
1,Spain,,Vileña,Vileña,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011812,,
1,Spain,,Villadiego,Villadiego,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062631,,
1,Spain,,Villadoz,Villadoz,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7293595,,
1,Spain,,Villafamés,Villafamés,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011822,,
1,Spain,,Villafranca Del Panadés,Villafranca del Panadés,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7293532,,
1,Spain,,Villafranca del Panades,Villafranca del Panades,,,,,,,municipality of Spain,,http://www.wikidata.org/entity/Q835012,
1,Spain,,Villafranca del Paradés,,,,,,,,,,,
1,Spain,,Villahermosa,Villahermosa del Río,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7293479,,
1,Spain,,Villalba del Alcor,Villalba del Alcor,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7293437,,
1,Spain,,Villamartín De Campos,Villamartín de Campos,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7296431,,
1,Spain,,Villamartín de Campos,Villamartín de Campos,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7296431,,
1,Spain,,Villamediana,Villamediana de San Román,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7296212,,
1,Spain,,Villanueva y Geltru,,,,,,,,,,,
1,Spain,,Villaroya del Campo,,,,,,,,,,,
1,Spain,,Villarroya de la Sierra,Villarroya de la Sierra,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011844,,
1,Spain,,Villarroya del Campo,Villarroya del Campo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7296124,,
1,Spain,,Villasandino,Villasandino,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7295927,,
1,Spain,,Villasante,Villasante,,,,,inhabited places,,"human settlement in Merindad de Montija, Burgos Province, Castile and León, Spain",http://vocab.getty.edu/tgn/7295923,http://www.wikidata.org/entity/Q6162950,
1,Spain,,Viloví,Viloví,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7294956,,
1,Spain,,Viver,Viver,,,,,inhabited places,,"capital of Viver Municipality, Spain",http://vocab.getty.edu/tgn/1062660,http://www.wikidata.org/entity/Q24011836,
1,Spain,,Yaso,Yaso,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7296315,,
1,Spain,,Zabalza,Zabalza,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7295880,,
1,Spain,,barcelona,Barcelona,,,,,inhabited places,Carthaginian settlement was taken by Romans; Visigoths then held the city until Moorish rule began in 8th century CE; Carolingian supremacy began in 801; powerful medieval counts controlled all of Catalonia and Aragon; was great commercial power.,"city in Catalonia, Spain",http://vocab.getty.edu/tgn/7007426,http://www.wikidata.org/entity/Q1492,
1,Spain,,vich,Vich,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008786,,
1,Spain,,úbeda,Úbeda,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008755,,
1,Spain,Alicante,Pego,Pego,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062342,,
1,Spain,Aragon,Erla,Erla,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4003687,,
1,Spain,Aragon,Tobed,Tobed,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/7299334,http://www.wikidata.org/entity/Q1650660,
1,Spain,Barcelona,Barberà del Vallès,,,,,,,,,,,
1,Spain,Barcelona,Terrassa,Tarrasa,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008716,,
1,Spain,Barcelona,"Villanueva y Geltru, Panades",,,,,,,,,,,
1,Spain,Burgos,Tubilla del Agua,Tubilla del Agua,,,,,inhabited places,,municipality of Spain,http://vocab.getty.edu/tgn/7300346,http://www.wikidata.org/entity/Q593383,
1,Spain,Cadiz,Medina-Sidonia,Medina-Sidonia,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062225,,
1,Spain,Catalunya,Barcelona,Barcelona,,,,,inhabited places,Carthaginian settlement was taken by Romans; Visigoths then held the city until Moorish rule began in 8th century CE; Carolingian supremacy began in 801; powerful medieval counts controlled all of Catalonia and Aragon; was great commercial power.,"city in Catalonia, Spain",http://vocab.getty.edu/tgn/7007426,http://www.wikidata.org/entity/Q1492,
1,Spain,Cáceres,Trujillo,Trujillo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008752,,
1,Spain,Galicia,Mondoñedo,Mondoñedo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008067,,
1,Spain,Lleida,Albatárrech (or Albatàrrec),,,,,,,,,,,
1,Spain,Lleida,Solsona,Solsona,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008697,,
1,Spain,Lleida (Catalunya),La Granadella,Granadella,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062053,,
1,Spain,Mallorca,Palma,Palma de Mallorca,Palma de Mallorca,,,,inhabited places,Sieged by Vandals 5th century; later incorporated into Byzantine Empire; captured by Arabs 8th century; taken by James I who made it part of Aragón 1229; independent after death of James I; again brought under Aragón by Peter IV 1300s.,,http://vocab.getty.edu/tgn/7008232,,
1,Spain,Mallorca,Palma de Mallorca,Palma de Mallorca,Palma de Mallorca,,,,inhabited places,Sieged by Vandals 5th century; later incorporated into Byzantine Empire; captured by Arabs 8th century; taken by James I who made it part of Aragón 1229; independent after death of James I; again brought under Aragón by Peter IV 1300s.,,http://vocab.getty.edu/tgn/7008232,,
1,Spain,Province of Huesca,Ontiñena,Ontiñena,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7302473,,
1,Spain,Saragossa,Anento,Anento,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7344656,,
1,Spain,Segovia,La Granja,San Ildefonso o La Granja,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007905,,
1,Spain,Valencia,El Puig,Puig,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7329248,,
1,Spain,Valencia,Gandía,Gandía,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007696,,
1,Spain,Valencia,Villatorcas (near Segorbe),,,,,,,,,,,
1,Spanish,,Ponce,,,,,,,,,,,
1,Sudan,,Egypt,,,,,,,,,,,
1,Sweden,,Broby,Broby,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1062873,,
1,Sweden,,Fano,,,,,,,,,,,
