count,country,region,district,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
1,Italia,Toscana,Pisa,Casciana Terme,Casciana Terme,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006301,,
1,Italia,Toscana,Pisa,Castellina Marittima,Castellina Marittima,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7006304,http://www.wikidata.org/entity/Q103058,
1,Italia,Toscana,Pisa,Castelnuovo di Val di Cecina,Castelnuovo di Val di Cecina,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044060,,
1,Italia,Toscana,Pisa,Fiesole,,,,,,,,,,,
1,Italia,Toscana,Pisa,Firenze,,,,,,,,,,,
1,Italia,Toscana,Pisa,Fucecchio,,,,,,,,,,,
1,Italia,Toscana,Pisa,Pisa (?),Pisa,Pisa,Pisa,,,inhabited places,"Located on Arno river, six miles from Ligurian sea, it was developed as Roman naval base. It became a leading medieval city-state and maritime power; made commercial contacts in Syria during the 11th-century Crusades. Pisa was a Ghibelline stronghold; a series of wars was fought from the mid-13th century through the early 14th century between Guelf-controlled Florence and allies (Montepulciano, Bologna, and Orvieto) and their Ghibelline opponents (Pisa, Siena, Pistoia, and Arezzo). Pisa was held by Florence from the 15th century.","city in Tuscany, Central Italy",http://vocab.getty.edu/tgn/7006082,http://www.wikidata.org/entity/Q13375,
1,Italia,Toscana,Pisa,Santa Croce sull'Arno,Santa Croce Sull'Arno,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1046703,http://www.wikidata.org/entity/Q103253,
1,Italia,Toscana,Pistoia,Cutigliano,Cutigliano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7049578,,
1,Italia,Toscana,Pistoia,Lamporecchio,Lamporecchio,,Lamporecchio,,,inhabited places,"The main monuments and churches in Lamporecchio area are: Villa Rospigliosi a Spicchio, Villa dell'Americana a Papiano, Pieve di Santo Stefano, Chiesa di Santa Maria Assunta o del Prun (Orbignano district), Chiesa di San Giorgio (Porciano district) Abbazia di San Baronto.",,http://vocab.getty.edu/tgn/7032920,,
1,Italia,Toscana,Pistoia,Massa e Cozzile,Massa e Cozzile,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7050818,http://www.wikidata.org/entity/Q102623,
1,Italia,Toscana,Pistoia,Montale,Montale,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1045466,,
1,Italia,Toscana,Pistoia,Piteglio,Piteglio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046031,,
1,Italia,Toscana,Pistoia,Quarrata,Quarrata,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1046215,http://www.wikidata.org/entity/Q102716,
1,Italia,Toscana,Pistoia,San Marcello Pistoiese,San Marcello,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046567,,
1,Italia,Toscana,Prato,Cantagallo,Cantagallo,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q20382,
1,Italia,Toscana,Siena,Castellina in Chianti,Castellina in Chianti,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7023825,http://www.wikidata.org/entity/Q91134,
1,Italia,Toscana,Siena,Colle Val d'Elsa,Colle di Val d'Elsa,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006328,,
1,Italia,Toscana,Siena,Piancastagnaio,Piancastagnaio,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1045962,http://www.wikidata.org/entity/Q91292,
1,Italia,Toscana,Siena,San Casciano dei Bagni,San Casciano dei Bagni,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7023893,http://www.wikidata.org/entity/Q91403,
1,Italia,Trentino-Alto Adige,Bolzano,Appiano sulla strada del vino - Eppan an der Weinstrasse,,,,,,,,,,,
1,Italia,Trentino-Alto Adige,Bolzano,Egna - Neumarkt,Egna - Neumarkt,,,,,,,"municipality in South Tyrol, Italy",,http://www.wikidata.org/entity/Q380287,
1,Italia,Trentino-Alto Adige,Bolzano,Malles Venosta - Mals,Malles Venosta,,,,,inhabited places,,"municipality in South Tyrol, Italy",http://vocab.getty.edu/tgn/7005521,http://www.wikidata.org/entity/Q427187,
1,Italia,Trentino-Alto Adige,Bolzano,Ortisei - St. Ulrich,Ortisei,,,,,inhabited places,,"municipality in South Tyrol, Italy",http://vocab.getty.edu/tgn/1045777,http://www.wikidata.org/entity/Q255568,
1,Italia,Trentino-Alto Adige,Terni,Rovereto,Rovereto,,,,,inhabited places,Located on Adige River; once part of bishopric of Trent; ceded to Venice 15th cen. & to Austria 1517; Napoleon I defeated Austrians here in 1796; recaptured by Italy during WW I; industries include textile & tobacco factories.,,http://vocab.getty.edu/tgn/7005447,,
1,Italia,Trentino-Alto Adige,Trento,Borgo Valsugana,Borgo Valsugana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7010395,,
1,Italia,Trentino-Alto Adige,Trento,Coredo,Coredo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7045508,,
1,Italia,Trentino-Alto Adige,Trento,Moena,Moena,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1045412,,
1,Italia,Trentino-Alto Adige,Trento,Pomarolo,Pomarolo,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q299972,
1,Italia,Trentino-Alto Adige,Trento,Roncegno,Roncegno,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046366,,
1,Italia,Umbria,,Gubbio,Gubbio,,,,,inhabited places,"Roman town grew up on ruins of Umbrian settlement; sacked by Goths in 5th cen. CE; recovered & was a powerful medieval commune; ruled by Montefeltro dukes of Urbino from 1384, later by Papal States; legendary scene of treaty between St. Francis & a wolf.",,http://vocab.getty.edu/tgn/7005048,,
1,Italia,Umbria,Perugia,Amelia,,,,,,,,,,,
1,Italia,Umbria,Perugia,Assisi (?),Assisi,,,,,inhabited places,"Located on spur of Monte Subasio; was home to Umbrians (an Italic tribe) & Etruscans; later settled by Romans; site of feud of Dukes of Spoleto in Middle Ages; was independent commune in 12th cen., later part of the Papal States. Noted for large church and relics of St. Francis of Assisi. Was named UNESCO World Heritage Site in 2000. ",,http://vocab.getty.edu/tgn/7005119,,
1,Italia,Umbria,Perugia,Folignano,,,,,,,,,,,
1,Italia,Umbria,Perugia,Fratta Todina,Fratta Todina,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7044205,,
1,Italia,Umbria,Perugia,Lisciano Niccone,Lisciano Niccone,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q20461,
1,Italia,Umbria,Perugia,Narni,,,,,,,,,,,
1,Italia,Umbria,Perugia,Scheggia e Pascelupo,Scheggia,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046808,,
1,Italia,Umbria,Pescara,Perugia,Perugia,Perugia,,,Pérouse,inhabited places,"Ancient hill town; was home to Umbrians, and one of 12 cities of ancient Etruria; passed to Rome in 310 BCE, to Lombards in 592 CE; generally Guelph in Guelph/Ghibelline wars with neighboring towns; torn by internal strife in the 15th century; came under control of papacy in 1540.",Italian comune,http://vocab.getty.edu/tgn/7000526,http://www.wikidata.org/entity/Q3437,
1,Italia,Umbria,Roma,Cascia,Cascia,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4002300,,
1,Italia,Umbria,Terni,Acquasparta,Acquasparta,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005149,,
1,Italia,Umbria,Terni,Arrone (?),Arrone,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005143,,
1,Italia,Umbria,Terni,Baschi,Baschi,,,,,inhabited places,,"town in the region Umbria, in Italy",http://vocab.getty.edu/tgn/1043432,http://www.wikidata.org/entity/Q6303,
1,Italia,Umbria,Terni,Calvi dell'Umbria,Calvi dell'Umbria,,,,,inhabited places,,"town in the region Umbria, in Italy",http://vocab.getty.edu/tgn/1043752,http://www.wikidata.org/entity/Q6321,
1,Italia,Umbria,Terni,Otricoli,Otricoli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005141,,
1,Italia,Umbria,Terni,Porano,Porano,,,,,inhabited places,,"town in the region Umbria, in Italy",http://vocab.getty.edu/tgn/5003149,http://www.wikidata.org/entity/Q10888,
1,Italia,Umbria,Terni,Trevi,,,,,,,,,,,
1,Italia,Valle d'Aosta,Aosta,Arvier,Arvier,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1043305,,
1,Italia,Veneto,Belluno,Fonzaso,Fonzaso,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1044657,http://www.wikidata.org/entity/Q40170,
1,Italia,Veneto,Belluno,Perarolo di Cadore,Perarolo di Cadore,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1045914,http://www.wikidata.org/entity/Q39516,
1,Italia,Veneto,Belluno,Pieve di Cadore,Pieve di Cadore,,,,,inhabited places,Roman settlement; became an important cultural center in the 14th-15th cen.; famous as birthplace of the painter Titian (born ca. 1488-1490).,Italian comune,http://vocab.getty.edu/tgn/7003332,http://www.wikidata.org/entity/Q41065,
1,Italia,Veneto,Belluno,San Gregorio nelle Alpi,San Gregorio nelle Alpi,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q40408,
1,Italia,Veneto,Belluno,Sedico,Sedico,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046824,,
1,Italia,Veneto,Firenze,Venezia,Venezia,Venice,Veneto,Venetien,Venise,inhabited places,"The islands of the Venetian lagoon were settled by refugees from Altino and Aquileia after the Lombard invasion of northern Italy in 568. The settlement expanded into the Adriatic and Aegean from the 11th century. It was ruled by Austria, then France, 1798-1848. It went to Italy in 1866 The entire city including the lagoon was named an UNESCO World Heritage Site in 1987.","capital city of Veneto, Italy",http://vocab.getty.edu/tgn/7018159,http://www.wikidata.org/entity/Q641,
1,Italia,Veneto,Milano,Venezia,Venezia,Venice,Veneto,Venetien,Venise,inhabited places,"The islands of the Venetian lagoon were settled by refugees from Altino and Aquileia after the Lombard invasion of northern Italy in 568. The settlement expanded into the Adriatic and Aegean from the 11th century. It was ruled by Austria, then France, 1798-1848. It went to Italy in 1866 The entire city including the lagoon was named an UNESCO World Heritage Site in 1987.","capital city of Veneto, Italy",http://vocab.getty.edu/tgn/7018159,http://www.wikidata.org/entity/Q641,
1,Italia,Veneto,Padova,Brugine,Brugine,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7057910,,
1,Italia,Veneto,Padova,Camposampiero,Camposampiero,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7003093,http://www.wikidata.org/entity/Q34697,
1,Italia,Veneto,Padova,Candiana,Candiana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5003167,,
1,Italia,Veneto,Padova,Cervarese Santa Croce,Cervarese Santa Croce,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q34435,
1,Italia,Veneto,Padova,Galzignano Terme,Galzignano Terme,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q34447,
1,Italia,Veneto,Padova,Noventa Padovana,Noventa Padovana,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1045706,http://www.wikidata.org/entity/Q34330,
1,Italia,Veneto,Padova,Ospedaletto Euganeo,Ospedaletto Euganeo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7055169,,
1,Italia,Veneto,Padova,Piombino Dese,Piombino Dese,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/4008678,http://www.wikidata.org/entity/Q34611,
1,Italia,Veneto,Padova,Ponte San Nicolò,Ponte San Nicolò,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7017494,,
1,Italia,Veneto,Padova,Selvazzano Dentro,Selvazzano Dentro,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/4010306,http://www.wikidata.org/entity/Q34588,
1,Italia,Veneto,Padova,Trebaseleghe,Trebaseleghe,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011337,,
1,Italia,Veneto,Padova,Vigonza,Vigonza,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7037039,,
1,Italia,Veneto,Padova,Villa Estense,Villa Estense,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7036967,,
1,Italia,Veneto,Pordenone,Pordenone,Pordenone,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18502226,
1,Italia,Veneto,Roma,Roma,Roma,,,,,,,,,http://www.wikidata.org/entity/Q18502325,
1,Italia,Veneto,Rovigo,Crespino,Crespino,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1044426,http://www.wikidata.org/entity/Q34728,
1,Italia,Veneto,Trebisov,Treviso,Treviso,,,,,inhabited places,"A Celtic & Roman town; center of Lombard duchy; site of important mint during Charlemagne's time; independent from 1020; under the Ghibelline leader Ezzelino da Romano 1237-1259; passed to Venice 1339, to French 1790s, to Austria 1815, to Italy 1866.","comune in Veneto, Italy",http://vocab.getty.edu/tgn/7003297,http://www.wikidata.org/entity/Q5475,
1,Italia,Veneto,Treviso,Altivole,Altivole,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4000604,,
1,Italia,Veneto,Treviso,Cison di Valmarino,Cison di Valmarino,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003310,,
1,Italia,Veneto,Treviso,Follina,Follina,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003311,,
1,Italia,Veneto,Treviso,Fontanelle,Fontanelle,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7045414,,
1,Italia,Veneto,Treviso,Fregona,Fregona,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4004080,,
1,Italia,Veneto,Treviso,Istrana,Istrana,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1044975,http://www.wikidata.org/entity/Q46620,
1,Italia,Veneto,Treviso,Nervesa della Battaglia,Nervesa della Battaglia,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q47249,
1,Italia,Veneto,Treviso,Paese,Paese,,,,,inhabited places,,chief town of the homonym municipality,http://vocab.getty.edu/tgn/1045828,http://www.wikidata.org/entity/Q30028508,
1,Italia,Veneto,Treviso,Susegaga,,,,,,,,,,,
1,Italia,Veneto,Treviso,Vedelago,Vedelago,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1047335,,
1,Italia,Veneto,Treviso,Venezia,Venezia,,,,,,,,,http://www.wikidata.org/entity/Q18502657,
1,Italia,Veneto,Venezia,Noale,Noale,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003048,,
1,Italia,Veneto,Venezia,Pianiga,Pianiga,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7051052,,
1,Italia,Veneto,Venezia,Santo Stino di Livenza,Santo Stino di Livenza,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1046749,http://www.wikidata.org/entity/Q47215,
1,Italia,Veneto,Venezia,Spinea,Spinea,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011180,,
1,Italia,Veneto,Venezia,Torcello,Torcello,,,,,inhabited places,Founded on Torcello island in 452 CE by Veneti refugees from Altino on the Italian mainland; was the seat of government of the communes of the Venetian lagoon until 811.,,http://vocab.getty.edu/tgn/7038388,,
1,Italia,Veneto,Venezia,Venezia (?),Venezia,Venice,Veneto,Venetien,Venise,inhabited places,"The islands of the Venetian lagoon were settled by refugees from Altino and Aquileia after the Lombard invasion of northern Italy in 568. The settlement expanded into the Adriatic and Aegean from the 11th century. It was ruled by Austria, then France, 1798-1848. It went to Italy in 1866 The entire city including the lagoon was named an UNESCO World Heritage Site in 1987.","capital city of Veneto, Italy",http://vocab.getty.edu/tgn/7018159,http://www.wikidata.org/entity/Q641,
1,Italia,Veneto,Vercelli,Bassano del Grappa,Bassano del Grappa,,,,,inhabited places,"Commune 19 miles NE of Vicenza; seat of defeat of Austrians by Napoleon in 1796; noted for Museo Civico, Ponte degli Alpini (a covered wooden bridge designed by Palladio).",Italian comune,http://vocab.getty.edu/tgn/7003261,http://www.wikidata.org/entity/Q47094,
1,Italia,Veneto,Verona,Caprino Veronese,Caprino Veronese,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1043866,http://www.wikidata.org/entity/Q46693,
1,Italia,Veneto,Verona,Dolcè,Dolcè,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7049130,http://www.wikidata.org/entity/Q47500,
1,Italia,Veneto,Verona,Fumane,Fumane,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4004145,,
1,Italia,Veneto,Verona,Lazise,Lazise,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1045047,http://www.wikidata.org/entity/Q46935,
1,Italia,Veneto,Verona,Malcesine,Malcesine,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1045194,,
1,Italia,Veneto,Verona,Monteforte d'Alpone,Monteforte d'Alpone,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1045518,http://www.wikidata.org/entity/Q48021,
1,Italia,Veneto,Verona,Negrar,Negrar,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7051157,,
1,Italia,Veneto,Verona,Palù,Palù,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7053890,,
1,Italia,Veneto,Verona,San Martino Buon Albergo,San Martino Buon Albergo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1046573,,
1,Italia,Veneto,Verona,Vigasio,Vigasio,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7037106,,
1,Italia,Veneto,Verona,Villa Bartolomea,Villa Bartolomea,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7037023,,
1,Italia,Veneto,Vicenza,Arcugnano,Arcugnano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7057988,,
1,Italia,Veneto,Vicenza,Arzignano,Arzignano,,,,,inhabited places,,chief town of the homonym municipality,http://vocab.getty.edu/tgn/1043309,http://www.wikidata.org/entity/Q30022390,
1,Italia,Veneto,Vicenza,Cartigliano,Cartigliano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5003199,,
1,Italia,Veneto,Vicenza,Cismon del Grappa,Cismon del Grappa,,,,,inhabited places,,Italian frazione,http://vocab.getty.edu/tgn/1044263,http://www.wikidata.org/entity/Q46297,
1,Italia,Veneto,Vicenza,Longare,Longare,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003201,,
1,Italia,Veneto,Vicenza,Lugo di Vicenza,Lugo di Vicenza,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q47422,
1,Italia,Veneto,Vicenza,Lusiana,Lusiana,,,,,inhabited places,,former Italian comune,http://vocab.getty.edu/tgn/1045160,http://www.wikidata.org/entity/Q57057,
1,Italia,Veneto,Vicenza,Magrè di Schio,,,,,,,,,,,
1,Italia,Veneto,Vicenza,Mussolente,Mussolente,,,,,inhabited places,,,http://vocab.getty.edu/tgn/5003202,,
1,Italia,Veneto,Vicenza,Orgiano,Orgiano,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/1045759,http://www.wikidata.org/entity/Q46562,
1,Italia,Veneto,Vicenza,Pove del Grappa,Pove del Grappa,,,,,,,Italian comune,,http://www.wikidata.org/entity/Q46457,
1,Italia,Veneto,Vicenza,Trissino,Trissino,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011374,,
1,Italia,Veneto,Vicenza,Valstagna,Valstagna,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1047308,,
1,Italia/ Austria,,,Roma/ Schloss Frohsdorf,,,,,,,,,,,
1,Italia/ Austria,,,Roma/ Vienna,,,,,,,,,,,
1,Italia/ Francia,,,Bologna/ Parigi,,,,,,,,,,,
1,Italia/ Francia,,,Milano/ Parigi,,,,,,,,,,,
1,Italia/ Germania/ Russia,,,Firenze/ Monaco di Baviera/ San Pietroburgo,,,,,,,,,,,
1,Italia/ Monaco,Lazio,Roma,Roma,,,,,,,,,,,
1,Italia/ Principato di Monaco,,,Firenze/ Monaco,,,,,,,,,,,
1,Italia/ Regno Unito,,,Londra/ Venezia,,,,,,,,,,,
1,Italia/ Regno Unito,,,Milano/ Londra,,,,,,,,,,,
1,Italia/ Regno Unito/ Francia,,,Firenze/ Londra/ Parigi,,,,,,,,,,,
1,Italia/ Stati Uniti d'America,,,Firenze/ Tuxedo Park (NY),,,,,,,,,,,
1,Italia/ Stati Uniti d'America,,,Milano/ New York (NY),,,,,,,,,,,
1,Italia/ Stati Uniti d'America,,,Venezia/ New York (NY),,,,,,,,,,,
1,Italia/ Stati Uniti d'America,,,Volterra/ New York,,,,,,,,,,,
1,Italia/ Svizzera,,,Firenze/ Ginevra,,,,,,,,,,,
1,Lituania,,,Kaunas,Kauno Rajono Savivaldybė,,,,,municipalities,,city municipality of Lithuania,http://vocab.getty.edu/tgn/7006562,http://www.wikidata.org/entity/Q928938,
1,Malta,,,Birzebbugia,Birżebbuġa,,,,,localities,,city in Malta,http://vocab.getty.edu/tgn/7594132,http://www.wikidata.org/entity/Q258028,
1,Malta,,,Lija,Lija,,,,,localities,,,http://vocab.getty.edu/tgn/7594208,,
1,Malta,,,Saint Paul's Bay,San Pawl il-Baħar,Saint Paul’s Bay,,St. Paul's Bay,,localities,,town in Malta,http://vocab.getty.edu/tgn/7594232,http://www.wikidata.org/entity/Q39521,
1,Malta,,,Senglea,Isla,Senglea,,,,localities,,,http://vocab.getty.edu/tgn/7594204,,
1,Malta,,,Siggiewi,Siġġiewi,,,,,localities,,city in Malta,http://vocab.getty.edu/tgn/7594235,http://www.wikidata.org/entity/Q919908,
1,Messico,,,Acapulco,Acapulco de Juárez,,,,,inhabited places,"One of finest natural anchorages in world; developed as chief port for Spanish trade with Philippines 1565-1815; is a major resort center, known as ""Riviera of Mexico.""",,http://vocab.getty.edu/tgn/7007127,,
1,Messico,,,Cuernavaca,Cuernavaca,,,,,inhabited places,"Was capital of Tlahuica Indians; captured by Cortés 1521; served as seat of marquessate of valley of Oaxaca during colonial era; has many pre-Colombian ruins; industries include bottling plants, flour mills, cement factories & textile mills.",,http://vocab.getty.edu/tgn/7007109,,
1,Paesi Bassi,,,Apeldoorn,Apeldoorn,,,,,inhabited places,"Located on the edge of the Soeren forest; noted for its many gardens; in 17th cen. served as royal residence for William III, who built the Het Loo palace on the outskirts of the town, around a smaller castle.",,http://vocab.getty.edu/tgn/7006898,,
1,Paesi Bassi,,,Arnhem,Arnhem,,,Arnheim,,inhabited places,"Probably located on site of Roman settlement of Arenacum; chartered and fortified in 1233 by Otto II, count of Geldern; joined the Hanseatic League in 1443; as residence of dukes of Geldern, was often attacked by Burgundian rivals; refortified in the 18th century.","city, municipality and capital of province Gelderland, the Netherlands",http://vocab.getty.edu/tgn/7006876,http://www.wikidata.org/entity/Q1310,
1,Paesi Bassi,,,Bennebroeck,,,,,,,,,,,
1,Paesi Bassi,,,Bennebroek,Bennebroek,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7258788,,
1,Paesi Bassi,,,Bilthoven,Bilthoven,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1047656,,
1,Paesi Bassi,,,Bloemendaal,Bloemendaal,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007047,,
1,Paesi Bassi,,,Den Haag,s-Gravenhage,"Hague, The",,,,inhabited places,"Originally located in woodland called Haghe (""hedge""), town grew around residence of counts of Holland. In 1248, Wilhelm II built a castle, which his successors have expanded into the present-day buildings. Grew economically in the late 14th century when the judiciary moved from Holland and Zeeland to the Hague and later it became the seat of the stadholders and the government under Maurice of Orange (1567-1625). At the turn of the 19th century, it became an important conference center and headquarters for many institutions, most notably the International Court of Justice of the United Nations.","city and municipality in the Netherlands, seat of the Dutch government",http://vocab.getty.edu/tgn/7006810,http://www.wikidata.org/entity/Q36600,
1,Paesi Bassi,,,Dordrecht,Dordrecht,Dordrecht,,,,inhabited places,"Founded in 11th cen. on divergence of Merwede, Noord, Oude Maas & Dordtse Kil rivers; was residence of counts of Holland until 1203; fortified in 1271; severely damaged by flood in 1421 & rebuilt; formerly one of the most important ports in Netherlands.","city and municipality in South Holland, the Netherlands",http://vocab.getty.edu/tgn/7006798,http://www.wikidata.org/entity/Q26421,
1,Paesi Bassi,,,Enschede,Enschede,Enschede,,,,inhabited places,"Located on the Twente canal near the German border; was a small village until industrial development in late 19th cen.; destroyed by fire in 1862 & badly damaged in WW II, but rebuilt; metropolitan area is contiguous with Hengelo.",,http://vocab.getty.edu/tgn/7007068,,
1,Paesi Bassi,,,Hartekamp,Hartekamp,,,,,,,Dutch botanical garden,,http://www.wikidata.org/entity/Q18771183,
1,Paesi Bassi,,,Hilversum,Hilversum,,,,,inhabited places,Located in Gooiland area of lakes & woods; developed as small village dependent on agriculture & weaving; grew after arrival of railway in 1874; currently is suburb of Amsterdam.,"town and municipality in North Holland, the Netherlands",http://vocab.getty.edu/tgn/7007042,http://www.wikidata.org/entity/Q9934,
1,Paesi Bassi,,,Tilburg,Tilburg,,,,,inhabited places,"Located on the Wilhelmina canal in a wooded area; city has grown since 1860 into one of chief industrial centers of the nation; produces woolen textiles; noted for town hall that is the former palace of King William II, who died here 1849.",municipality in the Netherlands,http://vocab.getty.edu/tgn/7006831,http://www.wikidata.org/entity/Q26430,
1,Polonia,,,Pszczyna,Pszczyna,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007771,,
1,Polonia,,,Wegorzewo,Wegorzewo,,,,,,,"village in Greater Poland, Poland",,http://www.wikidata.org/entity/Q8041149,
1,Polonia,,,Wroclaw,Wrocław,Breslau,,,,inhabited places,Originated on trade route between Roman Empire & Baltic Sea; home of many German immigrants since 13th cen.; passed to Bohemia in 1526 & to Prussia in 1741; damaged by Russian & Nazi sieges of 1945; was rebuilt & industrialized in 1950s-1960s.,"city in the Lower Silesian Voivodeship, southwestern Poland, and historical capital of Silesia",http://vocab.getty.edu/tgn/7007601,http://www.wikidata.org/entity/Q1799,
1,Portogallo,,,Viseu,Viseu,,,,,inhabited places,"Taken by Moors in 893 CE; went to Ferdinand I of Castile in 1058; known for its Dão wine & yearly agricultural fair; Museu de Grão-Vasco contains local 16th-cen. paintings; produces handicrafts such as black pottery, bobbin lace & embroidery.",,http://vocab.getty.edu/tgn/7011109,,
1,Portogallo,Azzorre,,Isola di S. Miguel,,,,,,,,,,,
1,Regno Unito,,,Aberdeen,Aberdeen,Aberdeen,,,,inhabited places,Located on North Sea coast; main center of country's fishing industry; originally two towns; burned by English under Edward II in 1336; suffered during Civl War in 1650s; noted for St. Nicholas Church (1755) by James Gibbs & King's College (1494).,"city in Scotland, United Kingdom",http://vocab.getty.edu/tgn/7009782,http://www.wikidata.org/entity/Q36405,
1,Regno Unito,,,Albury,Albury,Albury,,,,inhabited places,,,http://vocab.getty.edu/tgn/1028272,,
1,Regno Unito,,,Amersham,Amersham,Amersham,,,,inhabited places,17th cen. buildings; Mantles Green commemorates Thurstan Mantle.,,http://vocab.getty.edu/tgn/7011894,,
1,Regno Unito,,,Ardencraig,,,,,,,,,,,
1,Regno Unito,,,Argyll,Argyll,,,,,,,shire of western Scotland,,http://www.wikidata.org/entity/Q652539,
1,Regno Unito,,,Arundel,Arundel,Arundel,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011420,,
1,Regno Unito,,,Ascott,,,,,,,,,,,
1,Regno Unito,,,Bassetlaw,Bassetlaw,,,,,,,"Parliamentary constituency in the United Kingdom, 1885 onwards",,http://www.wikidata.org/entity/Q1077488,
1,Regno Unito,,,Bawtry,Bawtry,Bawtry,,,,inhabited places,,,http://vocab.getty.edu/tgn/1028430,,
